GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\2017-05-05 EMP UPDATED windoes reselected - Do not edit pre 29.09.17 612 standard\Run 1.b
Created: Fri Sep 29 18:38:03 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-1,STD610-2,612-1,612-2,BCR-2G,SCO-1,SCO-2,39-01,39-02,39-03,39-04,39-05,39-06,39-07,39-08,39-09,39-10,STD610-3,STD610-4,612-3,612-4,BCR-2G-1,SCO-1-1,SCO-2-1
Zn67,-3.10729,-0.425198,3.10096,-3.52677,6.09468,0.510543,13.9276,8.75832,10.2319,5.48877,5.33752,7.65008,10.0197,13.5175,6.68120,13.5364,11.0614,5.18533,0.275389,6.87787,-6.04554,4.43578,7.21290,20.8226
Ga69,-0.947648,-0.700424,0.382786,-0.470068,-1.32045,24.0860,-23.3677,-1.75109,4.67433,-11.3566,35.5169,0.695956,53.2965,15.2873,-22.7997,-84.4322,-14.8266,1.20310,0.573506,2.43052,-2.20053,2.19550,35.6505,41.8755
Sr88,-0.354092,-0.947162,1.27104,-1.34367,-0.281181,53.6889,-49.9522,-20.4115,-134.632,-54.5340,62.2168,-12.3868,8.11849,-3.20884,-50.8396,1.73397,-24.1587,0.923623,0.855126,0.975742,-0.860402,0.374761,-185.205,73.2185
Y89,1.83760,2.77810,1.87049,-1.92275,5.17540,9.15099,-47.2267,25.5401,-35.8656,7.09689,61.9669,-29.0094,-22.1218,21.7960,-13.3607,-12.5923,36.4317,2.21481,1.87685,0.180092,0.0586816,1.76974,-68.4777,61.0128
Zr90,0.570825,-1.40213,0.376116,-0.417953,1.93873,-1.24019,115.243,-28.8300,74.0446,-61.0778,49.9147,-57.5260,39.8019,18.1688,-74.3781,-113.485,-36.4405,4.70601,4.56975,1.57084,-1.53574,5.59315,-15.0727,100.294
Nb93,-0.451688,0.274422,-0.698935,0.719607,-2.43804,-36.2034,-35.3419,-91.5085,-150.510,2.39018,94.4525,-12.3386,54.8278,33.8577,65.4598,3.18171,23.5207,0.752094,1.61766,-1.28529,1.17975,-2.27905,-609.187,-135.737
Ba135,-3.28183,-5.40311,-5.37678,5.55916,-0.504162,51.9231,202.684,-88.4689,-192.191,-198.162,47.5112,-24.6613,-23.1870,-18.2400,-274.352,-101.824,388.014,5.78918,3.68338,-2.53511,1.97437,3.57960,262.018,-9.56413
Ba137,5.11347,3.25784,0.457016,-0.412267,2.74583,213.240,-108.877,244.911,-190.295,-470.724,63.7358,-15.3697,54.5789,7.40138,47.6067,-109.451,-282.059,-2.79314,-2.53514,-1.26757,1.18954,-4.44619,125.592,893.269
La139,-2.31460,-0.637063,0.527938,-0.574778,-0.126042,35.7030,117.906,53.3880,55.8900,54.5298,95.5056,-16.1942,-41.0357,-14.7086,-158.187,6.47831,-93.8221,1.81357,2.34414,0.627113,-0.538490,1.81360,51.5375,-1678.66
Ce140,-0.360949,0.159746,1.21580,-1.28898,0.0752586,-182.671,-26.2824,-29.8083,-115.671,-31.4771,85.4809,-8.30702,-37.7163,-173.457,-189.676,16.4902,-172.085,-1.50507,-2.25263,1.05183,-0.871196,-2.45807,253.894,-52.9182
Gd157,1.33194,0.214642,-0.515472,0.376238,-7.71325,-117.268,542.535,478.481,382.708,3.90579,142.538,32.7351,37.2842,164.076,131.737,6.95398,-114.914,-0.00174349,0.979403,2.97209,-2.80056,-3.67937,140.427,204.754
Yb172,0.720521,-0.0562621,1.93503,-2.06890,-3.95591,-25.4484,409.249,46.0008,114.476,16.5493,328.327,-55.5241,-43.9804,140.658,86.8682,178.687,-44.2883,1.87736,2.02697,1.35724,-1.17535,-1.35854,29.4332,478.096
GLITTER!: Fractionation/Uncertainty.
Element,STD610-1,STD610-2,612-1,612-2,BCR-2G,SCO-1,SCO-2,39-01,39-02,39-03,39-04,39-05,39-06,39-07,39-08,39-09,39-10,STD610-3,STD610-4,612-3,612-4,BCR-2G-1,SCO-1-1,SCO-2-1
Li7,-0.619505,-0.0220548,-0.0151937,0.0248306,1.76425,2.97410,-0.567883,0.810119,-1.54854,-1.42632,0.331302,1.39480,1.90295,-0.0367284,1.15485,0.179046,-0.0892147,-0.995325,-0.779124,-0.140567,0.138772,-0.112478,0.888683,0.407628
B11,-0.166032,0.299589,0.527932,-0.581579,-1.42311,-0.589497,0.595927,-1.28691,0.449345,-1.91077,-2.13841,-2.25333,-1.57950,-0.426920,-0.843870,-0.596379,-1.19878,0.272585,0.154464,0.639455,-0.541124,0.361529,1.88972,0.951627
Na23,-0.209762,0.0987458,0.0691962,-0.0586097,0.385939,-1.41385,0.973451,1.17795,3.18382,1.24530,2.10635,-0.215312,1.28434,3.88779,0.162533,0.221407,0.0582027,-1.31103,-0.617591,-0.378944,0.367899,-0.156770,0.641644,1.90062
Mg24,-1.43865,-1.16979,0.378009,-0.392524,-0.610303,-0.500708,-0.868593,-0.135826,-0.638647,0.274248,-0.540544,-1.14646,-0.401282,1.07947,0.367513,0.384028,-0.538899,0.161647,0.122706,0.138504,-0.118484,0.274413,1.79078,1.06356
Mg25,-0.469360,0.592758,-0.0809647,0.0344464,-0.279227,0.549740,0.0631817,0.392886,0.415385,0.450292,0.0898692,-0.488823,0.217336,0.882004,-0.365485,0.0384375,-0.415701,0.246828,-0.534883,0.275674,-0.222425,-0.405593,0.385993,0.419959
Mg26,-0.419615,-0.774028,0.485953,-0.423865,0.111668,-0.420744,0.0707153,0.666702,1.16288,-0.207740,-0.625739,0.0470929,0.212297,0.225878,-0.346328,0.432126,0.101700,-0.825471,-0.163362,-1.42207,1.38981,-0.776563,0.963004,0.869187
Al27,-0.121889,-0.474599,0.00671192,-0.00373071,-0.753788,-0.990307,-0.0431473,-5.01836,1.79002,0.227651,4.02579,-1.00150,18.4917,0.735637,-2.99215,-6.96162,-3.76387,0.0442559,0.259915,-0.0767498,0.0758077,-0.166327,1.32974,1.16013
Si29,-0.158090,0.274695,0.254314,-0.270062,0.937621,7.66596e-006,7.66634e-006,5.24600e-006,2.61715e-006,2.61687e-006,5.25184e-006,2.62496e-006,2.62512e-006,2.61014e-006,5.22810e-006,5.13151e-006,0.000000,-0.697200,-0.545029,0.180999,-0.156534,-0.872744,-2.55527e-006,-2.55532e-006
Si30,-1.26334,-0.139486,-0.108304,0.108804,-0.740398,-0.356711,0.0371202,-1.32634,-0.665422,-0.233673,-0.865625,-1.51771,-0.490749,-0.585942,-1.04490,-0.400437,-1.34820,-0.819900,-0.801542,-0.00805326,0.000198580,-1.02596,0.713891,0.811219
P31,0.881336,1.19018,0.240290,-0.233424,0.730262,-1.21210,0.549829,0.799141,0.734951,1.28907,0.542642,1.24567,0.726179,0.849721,0.702008,1.22720,0.882896,0.439164,0.316052,-0.382656,0.245780,0.302770,0.0535601,0.169127
Ca43,1.49591e-005,1.49603e-005,1.43747e-005,1.15031e-005,1.43102e-005,-1.90459,1.93276,0.0860150,-0.738805,-0.365042,0.613822,-2.95902,0.137063,-2.09801,0.324140,0.583641,1.61843,8.96313e-006,5.97661e-006,8.60497e-006,8.60289e-006,7.14744e-006,-0.593612,1.81802
Ca44,0.289726,0.0797986,0.187220,-0.211628,-0.0513088,0.493541,0.243644,-0.870403,0.108250,-0.340302,-0.390924,-1.48253,-1.10573,-0.238821,-0.659587,-1.07812,0.752890,-0.00896272,0.0267012,0.418680,-0.370179,0.373752,2.37254,0.757260
Sc45,0.517693,0.413512,0.242890,-0.251051,-0.0427698,-0.232756,-0.573631,-0.0339232,0.0529789,-0.182420,-3.49457,0.705221,-0.860366,0.100665,-1.82958,0.547450,0.0842603,0.0712266,0.445116,-0.0234939,0.0397294,-0.0345106,0.818641,1.04785
Ti47,1.54803,0.744752,-0.178268,0.295124,0.627241,-1.29506,0.834715,-1.96182,-0.198306,0.372559,1.06612,-1.13714,8.18090,-0.121884,-1.38038,-1.92098,-2.25968,-1.05596,-1.08560,-1.15072,1.09588,-1.13928,0.310239,-0.612140
Ti49,-1.01170,-0.842073,0.991279,-1.04088,-0.960464,1.78582,0.126898,-5.45799,-1.31623,-0.413537,2.46246,-2.96159,10.7220,-0.881278,-1.33245,-3.49602,-3.65870,-0.00763478,-0.661940,1.05959,-0.864841,-0.903577,-0.124550,0.266109
V51,-1.48279,-0.538000,0.306383,-0.332568,-0.126371,0.642926,0.264409,-6.62173,0.396728,0.886528,3.82660,-1.09777,18.6018,2.35414,-1.54051,-1.15254,-2.89038,0.509710,-0.267868,0.398462,-0.365832,1.05484,1.38476,0.758007
Cr53,0.0128912,-0.663902,0.501520,-0.443465,0.963798,0.433669,-0.136681,-14.1165,4.11439,2.56884,0.281686,2.69382,26.0442,1.61024,-3.14741,0.173914,-7.82030,-1.13164,-0.727243,-1.36821,1.36591,-1.47768,0.464820,0.00562163
Mn55,-0.213192,0.399263,0.142917,-0.148642,0.0151293,0.261861,0.289476,0.452753,-0.455271,0.193824,-0.567699,1.27558,0.774067,1.89565,0.634027,1.21030,0.177228,-0.421013,0.0596565,0.0828925,-0.0730918,0.0628351,0.541538,1.83707
Co59,-0.0135800,0.217044,0.174334,-0.189671,1.29825,1.84751,1.25675,1.36271,1.51095,0.642094,-0.169186,1.43753,2.49681,2.74845,1.09825,1.26428,1.34778,-0.930463,-0.436749,0.149725,-0.124904,0.270554,2.04458,1.94918
Ni60,0.415969,0.202542,-0.0277888,0.0323388,0.841673,1.11686,2.32008,0.946255,1.96413,2.97415,-0.00880095,1.82176,1.27750,2.91406,0.333271,1.67198,0.786907,-0.640501,0.195812,-0.266069,0.251128,4.06608,2.02320,2.02905
Ni62,1.40967,1.02600,-0.402698,0.529092,-0.240210,2.05600,1.93640,1.62959,2.04105,1.18481,1.56322,1.59805,1.93833,2.35839,0.134832,1.13875,0.630801,-0.314270,0.609033,-1.35578,1.22069,-3.42541,1.10785,0.937011
Cu63,0.142599,-0.203409,0.275569,-0.274351,0.330656,-2.09635,0.307677,-0.701194,3.54819,-0.147102,4.02297,-2.17237,1.69144,1.84468,0.569048,1.47949,0.950588,-0.00816305,0.129505,0.0105195,0.0171686,-0.490088,0.910096,1.45605
Zn66,1.02788,1.65307,1.52490,-1.61937,2.01506,1.90542,1.08707,3.16234,0.107880,2.04295,2.35831,2.36138,2.23387,2.58598,1.39935,2.07913,0.587270,-0.788397,-0.587820,0.714136,-0.571206,-0.268405,1.67138,0.986457
Zn67,-0.940331,-0.128872,0.772710,-0.876897,1.80352,0.139586,3.96134,2.63757,3.06493,1.60718,1.55843,2.27746,3.00960,4.00814,1.97976,3.94642,3.23838,1.46734,0.0773405,1.56005,-1.36063,1.18545,1.82300,5.37593
Ga69,-0.298111,-0.220514,0.119009,-0.146186,-0.412080,0.583039,-2.25560,-0.266240,0.591999,0.473935,5.39466,0.109848,10.6432,1.84910,-3.81089,-20.3273,-2.26094,0.354803,0.167743,0.695169,-0.623537,0.620541,1.95589,3.57534
Sr88,-0.113281,-0.303182,0.404449,-0.427705,-0.0896279,1.19755,-1.78073,-1.98090,-21.5165,-3.84571,16.6767,-3.20023,1.34855,-0.225160,-4.53244,0.493564,-2.46845,0.287413,0.265145,0.299221,-0.262737,0.114376,-1.85091,1.33390
Y89,0.539525,0.817226,0.544642,-0.559832,1.49836,0.685183,-4.19445,1.99526,-3.27317,0.491482,4.08516,-2.77653,-2.20042,2.39676,-1.18121,-1.58167,4.00711,0.578078,0.482895,0.0451998,0.0145012,0.430392,-3.12016,4.15522
Zr90,0.170834,-0.420357,0.110329,-0.122728,0.577206,-0.0281958,6.30763,-1.86633,5.04296,-3.59745,7.90207,-8.30647,3.92733,1.37797,-5.78994,-24.1843,-2.98711,1.29257,1.24168,0.412886,-0.399145,1.46035,-0.795367,2.77638
Nb93,-0.143607,0.0872955,-0.220029,0.226589,-0.753306,-1.02025,-0.395169,-1.90597,-2.71032,-0.270407,14.5156,-1.98235,4.10928,1.09519,3.07624,0.960842,1.74461,0.231583,0.496052,-0.387600,0.354036,-0.670603,-2.10411,-3.02021
Ba135,-0.755426,-1.25240,-1.17573,1.21595,-0.116637,1.15604,2.86132,-2.23987,-34.5487,-31.3579,6.27003,-3.27756,-1.17033,0.340413,-2.01449,-18.5429,1.38617,1.02552,0.634806,-0.408273,0.310495,0.568011,-1.05067,0.158638
Ba137,1.54029,0.983359,0.129820,-0.117321,0.826811,3.01249,-2.42813,2.03832,-6.81341,-14.7722,10.7865,-2.68843,3.40334,0.104549,1.49280,-28.4197,-5.40413,-0.767282,-0.688545,-0.320629,0.297838,-1.16258,-1.26700,-2.74791
La139,-0.743930,-0.204825,0.167618,-0.182611,-0.0397756,-0.318822,-1.22469,0.764288,-0.530885,-1.51000,14.2091,-2.01047,-2.87087,0.310634,-5.21844,1.85878,-6.09181,0.578430,0.746928,0.196609,-0.168551,0.564877,1.14942,-2.00458
Ce140,-0.115013,0.0509435,0.384104,-0.407431,0.0237918,-3.64605,0.291395,-0.784230,-5.24427,1.20047,19.0972,-1.73324,-4.44170,-9.47794,-12.1031,4.79580,-28.2949,-0.462512,-0.688989,0.316687,-0.260858,-0.734230,-1.43993,-0.727593
Gd157,0.429669,0.0692650,-0.157974,0.115486,-1.94803,-2.86438,2.27496,1.09306,-2.30777,-0.102554,2.79873,0.863185,0.499030,5.16348,3.21744,0.381891,-2.56319,-0.000552694,0.309840,0.883388,-0.829234,-0.906326,3.42896,3.54082
Yb172,0.219974,-0.0172065,0.575513,-0.615432,-0.937444,-0.567654,2.69063,0.629290,3.41902,-1.02181,1.67173,-1.45037,-1.23888,3.08714,2.28993,3.18297,-0.848803,0.524379,0.559950,0.360432,-0.308469,-0.286755,-0.118893,2.78201
