GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\For edit 2017-04-20 EMP UPDATED Windows reselected\run3.b
Created: Fri Sep 29 17:18:18 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
Yb172,22.5080,23.8212,22.3766,13.6119,-7.03300e-006,-137.004,124.028,306.439,-184.637,491.671,-99.8079,-6828.89,-21.7823,-NaN,93.0359,-187.256,-75.5715,9.49467,11.4279,8.98136,5.53950,7.03300e-006,11.6295,9.85838
GLITTER!: Fractionation/Uncertainty.
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
Li7,1.70839,0.694811,1.86105,1.21632,3.34735e-006,4.02608,0.562271,2.89015,-0.290745,1.75666,1.31044,1.10597,2.03341,2.78929,2.14471,0.839330,2.44992,0.0732084,-0.200103,-0.662498,-0.177665,-3.34189e-006,0.114242,-0.875824
B11,-0.287300,-0.122259,0.263604,-0.770837,-5.12935e-006,1.29932,0.209448,-0.599312,-1.64692,-0.280450,-1.13634,0.904700,-2.20162,-1.40282,-2.49278,-2.78701,-1.35804,-0.185153,0.0992708,1.17108,-0.661703,2.53674e-006,-1.25530,-1.67247
Na23,-0.929288,-1.41255,-0.552954,-1.34420,-5.33776e-006,0.962893,-0.0207537,0.210971,-0.274636,1.34069,0.0384629,0.721403,0.665537,2.55993,1.35634,-0.389964,1.49812,-0.561810,-0.671440,-0.672703,-1.43874,-2.66895e-006,0.821214,0.519967
Mg24,-0.828091,-0.822502,0.115990,-1.01063,-8.62264e-006,0.715822,0.226054,0.957158,0.263300,1.33095,1.04602,1.16378,0.0947470,1.42096,0.446162,-0.570751,1.57628,0.895202,1.48986,1.28853,0.218062,8.62430e-006,1.22393,0.985693
Mg25,0.696770,0.647031,0.544359,0.576896,2.94201e-006,1.66313,1.72577,2.31838,1.83650,2.40307,0.748801,1.52101,1.55344,1.69278,0.424643,0.562932,1.08788,1.98323,2.01890,3.14183,0.232893,5.87986e-006,0.931591,2.05117
Mg26,0.719145,0.316323,1.28888,0.945849,-1.47327e-005,1.49720,1.04504,1.70942,1.68182,1.39061,0.502543,2.55478,0.774932,2.05559,-0.644617,-0.481861,1.27130,0.852364,0.648639,1.54401,-0.0310547,-5.88993e-006,0.138573,1.47560
Al27,-0.296971,0.0109936,0.204919,-0.645637,3.34329e-006,0.731632,-0.271852,0.611770,0.213454,-0.0136250,-0.490830,1.76849,-1.12499,-0.591076,-1.32463,-1.56319,-0.997382,0.302241,0.846646,0.337387,-0.0547518,-3.33300e-006,-0.265804,0.243999
Si29,-1.22407,-1.05248,-0.395145,-0.571419,0.000000,-5.11075e-006,-5.11087e-006,-5.15802e-006,-5.09321e-006,-2.55286e-006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.0323457,-0.107001,-0.0894867,-0.541853,-1.49575e-006,2.55538e-006,5.11082e-006
Si30,0.646651,0.0956079,1.12982,0.882918,0.000000,2.38559,0.805266,0.520814,0.525513,2.07018,1.71501,0.735781,1.47266,0.251553,0.606778,-0.0278133,1.38124,0.692392,0.670064,1.35300,0.642979,0.000000,0.953670,0.670754
P31,-0.265313,-0.270245,0.436372,-1.12497,9.76742e-007,-0.586709,-0.779842,-0.196780,0.234602,0.987230,-1.19411,0.791154,-0.911580,1.38886,0.157514,-1.76099,-1.09858,0.539336,0.0346794,-0.315059,1.32991,2.99777e-006,-3.58693,-0.955735
Ca43,2.09254e-005,1.79422e-005,1.44249e-005,1.72549e-005,2.16762e-005,0.0272815,2.70874,-0.470953,-2.12980,0.652357,1.02476,-0.426801,-1.73485,0.226075,-1.50832,1.25172,-3.12271,8.96386e-006,5.97821e-006,8.64858e-006,5.75723e-006,7.21825e-006,0.00362675,0.891290
Ca44,0.241486,-0.0130303,0.595768,-0.111646,-7.34914e-006,2.12841,0.438990,1.24921,0.370918,1.87561,-0.00965189,2.45658,1.24373,2.88558,-0.651995,-1.80319,1.31350,1.48759,1.96241,0.972430,-0.228925,2.44863e-006,0.906904,1.39968
Sc45,-0.140686,-0.125943,0.0476111,-0.688053,3.64442e-006,0.667297,0.826325,-1.12933,-0.386360,-0.441080,1.16673,0.467379,1.74009,1.25738,-0.142471,0.857767,0.466225,0.458729,0.563377,1.24232,-0.410627,7.25704e-006,0.0805879,-1.13115
Ti47,0.158060,-0.842600,-0.460573,-2.62151,6.63242e-006,3.09615,-0.230651,0.696362,0.326506,0.176023,-0.638920,0.710651,0.225847,-0.118236,-1.42725,-1.56407,-0.294120,0.803245,0.0912558,3.49394,0.636742,2.21131e-006,0.517403,1.51523
Ti49,-1.07824,0.700273,-2.89130,1.85928,-2.21156e-006,6.66432,0.717516,0.862148,1.37131,0.897260,-1.24616,1.38257,0.138027,1.06965,-0.683376,-0.218049,0.489420,1.10400,1.14328,2.99713,-0.545667,-2.21274e-006,1.04722,0.991039
V51,-1.31662,-1.16044,-0.461198,-1.50530,6.93666e-006,1.38740,-0.315136,0.938798,0.793373,0.123467,-2.02784,-0.144226,-1.83073,-0.175551,-1.79929,-0.554743,1.17419,-0.197580,-0.171766,-0.475079,-0.578803,1.15792e-005,1.25484,0.343482
Cr53,0.550863,0.790874,0.152029,-1.35444,-8.33575e-006,3.87672,1.33205,1.35555,0.860857,3.31841,3.11389,1.45994,1.57683,1.91095,2.52772,0.00979749,2.06603,0.907006,0.666197,0.0311738,0.100096,5.44113e-006,-0.210459,1.49389
Mn55,-1.07716,-0.755231,-0.140111,-0.549477,5.10148e-006,1.44898,0.755532,0.314203,1.03789,1.73296,0.760272,0.455343,0.576939,0.615745,1.41100,0.492244,-0.0875714,1.00282,0.555764,0.526814,0.175206,0.000000,0.755637,1.01593
Co59,-2.43153,-2.11429,-1.54396,-2.04751,9.55683e-006,0.784457,1.10881,-0.667365,-1.40590,0.953908,-0.0489679,0.924972,0.342001,1.84568,0.915190,-0.399559,0.654328,-0.634141,-0.100156,-0.103704,-0.637190,3.18570e-006,1.75555,1.38894
Ni60,0.866051,0.782112,-0.0110331,-0.798338,0.000000,3.53924,2.66453,2.11696,1.26547,3.45928,1.88596,2.02716,2.75325,3.73425,1.83012,1.92615,2.32436,0.726842,1.21055,1.17276,2.42382,-8.03781e-006,2.75416,3.14670
Ni62,1.67576,1.62311,1.93795,0.639079,7.34312e-006,4.91759,4.21765,3.43709,2.27434,4.18341,3.69066,4.47389,3.92718,6.71293,5.06206,5.12185,5.15695,3.93306,5.01190,2.68137,-3.05994,2.86475e-006,5.89233,6.39009
Cu63,1.07424,1.30699,2.21136,1.11954,2.76402e-006,-0.921157,0.804575,2.03843,2.17551,1.65122,-1.42761,1.83832,3.49750,3.13342,6.41919,-0.331160,3.71663,1.02400,0.404076,1.36040,-0.718590,8.27525e-006,1.88255,0.446622
Zn66,-1.16017,-0.498251,-1.34054,-1.91128,3.88547e-006,1.76915,1.56938,2.03149,1.68283,2.76022,3.66225,3.38161,1.42545,2.88332,3.02733,1.02933,2.29342,-0.0984183,-0.402029,0.443787,-1.23823,-7.77336e-006,0.944745,2.01295
Zn67,-0.662332,-0.459814,-0.505526,-1.25607,-3.82921e-006,2.79618,1.71338,2.00044,0.338234,2.00424,1.76768,3.35583,1.04127,4.37005,1.78714,1.49080,0.810385,0.167192,0.0765136,-0.955599,-0.630748,-5.72710e-006,2.18808,2.43015
Ga69,0.362916,0.527703,1.20697,-0.492546,8.16819e-006,0.187671,0.849549,1.16246,1.73433,-4.02874,1.45329,4.49918,0.00274143,2.95793,-1.81656,0.593702,0.0695202,1.32457,0.973084,0.398280,-0.800504,5.43872e-006,-2.19872,1.02890
Sr88,-0.0348894,-0.250491,0.434571,-0.511306,8.67901e-006,0.352869,2.04340,0.637900,-0.595358,2.08686,-1.36333,0.269314,2.18145,1.92341,2.15878,-1.00908,-1.85241,0.443729,0.614655,0.576192,0.0240648,5.78270e-006,-0.0591948,0.0657881
Y89,-0.0367776,0.0473593,0.616596,-0.783134,-3.39554e-006,-0.194552,-4.13266,-0.396879,-0.536631,0.230753,-9.82349,2.20129,1.77796,0.426603,0.0422304,1.64558,-2.69338,0.457408,0.449989,-0.0858214,-1.52810,-3.39209e-006,0.0768616,2.76067
Zr90,-0.351020,-0.691547,-1.51639,-2.17367,-5.19980e-006,-3.46960,0.232260,0.958089,-1.40518,1.41337,1.93583,0.847528,-1.99702,-0.126660,-1.44123,1.02056,1.25818,0.358031,0.203387,1.15654,-0.878349,7.80274e-006,5.82158,3.16318
Nb93,-0.885117,-0.457952,0.0371037,-0.0520914,1.44087e-005,0.924173,2.13309,0.366041,1.34304,-0.539860,0.413394,1.70319,-1.96026,-4.15817,-4.54541,0.652221,-3.08505,1.03988,1.02907,0.919450,0.541128,1.68051e-005,-1.57720,0.192069
Ba135,-0.207044,-0.585391,-1.21100,0.567782,-8.66168e-006,-2.83767,-0.561326,0.575380,-0.0545765,-NaN,-2.69691,2.11146,3.57671,-0.647757,-2.93202,3.37331,2.81398,1.33142,0.874477,1.42959,-0.721652,-5.76976e-006,0.000000,1.75282
Ba137,-0.282536,0.778838,-0.718435,-1.01212,-2.02821e-005,0.550680,-0.684844,1.97558,1.01505,0.655306,2.07456,-0.962958,-1.99783,-2.64071,1.67767,-0.880759,-2.42271,0.913209,1.65400,2.01892,1.54555,-2.89515e-006,-0.0748916,1.26717
La139,-0.346757,0.00992945,0.268661,-1.04034,2.43755e-006,-0.0513971,-0.758554,1.83314,-1.45532,-2.36680,-4.30950,-0.118023,-0.0246354,-1.90025,-0.480637,-0.0681663,-NaN,-0.0473924,0.679664,-1.38750,-0.0361637,4.87366e-006,1.62195,2.81769
Ce140,-0.979709,0.120391,0.0518460,-0.128323,9.27329e-006,-1.75666,2.03177,-1.21866,-0.0670070,-1.36963,-0.958424,-1.42862,-1.92753,0.0355620,-1.77306,-10.8846,-1.87855,0.451174,0.654675,0.597285,0.377991,0.000000,-4.54915,-0.652943
Gd157,0.913413,1.44752,0.771589,0.680498,-1.40567e-005,-0.305523,-2.29159,-2.33845,-0.607691,0.116240,1.67265,2.67878,3.90378,4.07066,0.769615,2.21316,-1.27915,0.0206542,0.317210,-1.47371,0.0407774,-8.70711e-006,-1.02661,-1.18942
Yb172,7.34526,7.77491,7.04396,4.23593,-1.68821e-006,-0.527070,3.49543,-1.37808,-2.60880,-1.27370,-2.22675,-2.35583,0.241519,-NaN,-0.903587,-1.87171,-2.49406,3.09244,3.72278,2.81373,1.72650,1.64412e-006,0.0500510,0.339666
