GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\Elkhaligi_Momo_LA_EMP UPdated- non zip files may have been corrupted\2017-04-20 EMP UPDATED\run2.b
Created: Mon Aug 21 12:01:05 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Ba135,-5.54698,-2.88910,3.61241,-4.13935,-5.77923,-206.719,204.840,3.16144,-39.7993,8.12638,-61.1727,-0.0932366,731.318,436.305,-154.087,-162.787,282.521,0.698940,-0.668613,-2.92460,3.57173,1.58492,-357.162,103.659
Ba137,1.54426,3.96210,1.20089,-1.57266,0.00793453,382.160,210.160,-158.765,44.4609,-255.277,16.2631,12.2120,53.0574,132.162,17.9485,-145.297,-7.86598,1.87553,4.69110,0.667034,-0.602592,2.84653,-252.557,323.068
La139,1.38216,2.74140,-0.0962909,-0.0440895,-2.17800,203.195,79.5900,52.0944,-189.881,-108.136,-63.5378,-91.2057,-135.872,890.698,279.348,12.2343,1183.21,0.157989,0.905693,2.02879,-2.33430,0.858135,-43.7360,-34.8845
Ce140,-1.23201,1.89915,0.325662,-0.439418,-1.82406,-362.186,12.8065,-168.145,-215.303,-26.1192,-236.744,15.0177,-119.443,-747.827,-18.7784,-40.2643,1184.14,-2.02746,1.02373,0.217102,-0.180540,-0.0343872,250.236,200.694
Gd157,-0.912567,1.00486,-1.86530,2.27723,9.24693,-752.796,-58.0363,-113.251,5.15686,8.88807,-64.0705,-183.923,67.0341,-451.671,10.1601,92.8908,60.8405,0.380843,1.99768,-0.320790,0.317720,-1.74465,11.6321,-508.089
Yb172,6.22482,7.97591,-0.622640,0.519319,15.2150,-54.1671,-68.6648,-187.531,-186.448,-231.795,11.7933,-40.7760,-250.465,60.7458,-22.4906,3294.54,-15.3714,2.89180,4.11927,3.45345,-3.98662,-16.8422,-151.685,105.709
GLITTER!: Fractionation/Uncertainty.
Element,STD610-03,STD610-04,612-03,612-04,BCR-2g-02,SCO-1-02,SCO-2-02,FS1-1,FS1-2,FS1-3,FS1-4,FS1-5,FS1-6,FS1-7,FS1-8,FS1-9,FS1-10,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03
Li7,-0.765562,0.946154,-0.0191066,0.00471706,0.266971,0.644409,-0.839708,-2.11012,1.13108,2.08036,1.97168,0.424666,0.119600,1.34834,1.76385,1.38699,1.02580,0.100326,-0.580527,0.128743,-0.135330,-0.864913,2.54310,-0.869838
B11,0.269716,0.661847,-0.00785272,-0.0241469,-0.253529,0.629861,0.228479,-1.31263,-1.26820,-0.246990,-1.69674,-0.784888,-1.72341,-1.43437,-0.368542,-0.520343,-0.565295,0.0803465,0.0915870,0.134225,-0.141378,0.110245,0.810053,-0.0924988
Na23,-0.211078,0.0895419,0.0752020,-0.128516,0.0430928,1.71907,1.31794,0.363435,1.21370,2.06607,2.54845,1.56314,-0.867891,1.11075,1.84799,2.48393,1.83420,0.110863,-0.158406,0.154746,-0.172445,0.493773,1.30475,0.348335
Mg24,-0.510091,-0.797407,0.0391513,-0.0921568,-0.951497,0.0784807,-0.194398,-1.17858,0.144484,1.62141,0.234429,0.486215,-0.0970511,-0.865065,0.846771,0.458371,-0.0898702,-0.143829,-0.228615,0.295711,-0.329994,0.165194,0.389347,-0.0893486
Mg25,0.0262493,0.270904,-0.0751939,0.0973085,-1.29910,-0.114772,0.0330650,-0.911182,0.0413788,0.399237,-0.178511,0.493973,-0.812932,0.154925,-0.0673981,0.949881,0.926453,0.0110239,0.0335698,-0.0612702,0.0957536,-0.215961,0.221713,0.286095
Mg26,0.204232,0.626438,1.25983,-1.55247,-0.782647,0.550271,-0.0905003,-0.553384,-0.0483004,0.371538,0.167421,-0.112514,-1.27363,-0.384858,0.158448,0.426462,0.569535,-0.0891028,-0.318355,0.0604536,0.0191588,-0.511827,-0.191074,-0.453031
Al27,0.916741,0.556876,-0.243623,0.275112,-0.261963,0.292823,1.20531,-0.359985,-0.457236,0.0525688,-0.131210,0.393464,-1.11049,0.703879,-0.659689,0.603653,0.394811,0.135861,0.294694,0.300526,-0.360627,0.175456,0.159774,-0.408301
Si29,-1.01715,-0.397413,0.0302972,-0.0527975,-0.291186,-1.02215e-005,-1.27773e-005,-1.27174e-005,-1.27860e-005,-1.26270e-005,-1.02828e-005,-1.27583e-005,-7.71078e-006,-7.72019e-006,-7.66978e-006,-5.23476e-006,-7.92673e-006,-0.368324,-0.297213,0.0322525,-0.0209056,0.292960,-2.55537e-006,-2.55543e-006
Si30,-0.488295,-0.876751,-0.133436,0.174100,-0.761792,-0.164580,-0.918262,-2.01378,-0.212944,0.0643570,-1.19855,0.359395,-1.67738,-0.383190,0.474249,0.00994974,0.134215,-0.100164,-0.378760,-0.0171073,0.0417784,-0.321271,0.631906,-0.465685
P31,0.118270,-0.0275821,-0.114326,0.0647378,-0.0847363,-0.364922,-0.273634,-1.59559,0.0963723,0.544732,-0.487580,0.460284,0.0458264,0.145613,0.189530,0.405469,-0.00352269,0.0401952,0.0130069,0.275470,-0.295324,0.0768893,-0.238197,-0.239739
Ca43,-8.96992e-006,-1.19645e-005,-5.76136e-006,-1.15015e-005,-9.54057e-006,-2.84500,-1.61986,1.61205,-2.07369,0.0985921,-1.54203,-0.280843,-2.24256,-0.228951,0.774974,1.42482,3.30618,-5.97871e-006,-5.97929e-006,-1.15315e-005,-2.87581e-006,-7.15041e-006,-0.195561,1.62931
Ca44,-0.322075,0.292837,-0.128098,0.133154,-0.794317,0.378513,0.917772,-0.575640,-1.23705,1.30128,0.742674,0.306365,-0.144404,0.319150,-0.374584,1.01776,1.45517,0.0378170,-0.295722,0.275087,-0.320342,-0.232797,0.765016,-0.209073
Sc45,0.0911113,0.590997,-0.530838,0.623276,-1.32193,0.807810,-1.46153,-1.72045,0.563638,1.10678,1.16254,-0.161133,-0.582667,-0.849313,0.231585,-0.171464,0.917113,0.217108,0.134290,0.360202,-0.439847,0.136134,0.140591,0.195919
Ti47,-1.40726,-1.23871,0.149895,-0.212956,-0.995927,1.54513,-0.398178,-0.953912,0.286210,-1.20211,0.127569,-1.01890,-0.770878,-0.100723,0.0458453,1.09548,0.160904,0.627238,0.244509,0.386412,-0.430621,0.721787,2.59581,1.09819
Ti49,1.19872,1.15438,0.774516,-0.845551,0.327556,3.39627,-1.32320,-0.450072,1.72904,0.751523,0.522032,1.08280,-0.337180,-0.0641330,0.714690,1.27523,1.26081,0.130747,0.859242,-1.20070,1.52701,0.463440,5.57372,0.243997
V51,0.203109,0.555443,-0.340981,0.397613,-0.0302864,0.0155090,-0.346509,1.08669,0.255475,0.714217,-0.728055,1.98917,-0.144230,-0.120193,0.526930,2.65672,1.33544,-0.0464615,-0.0983966,0.233880,-0.277169,0.480204,1.57928,-0.0587153
Cr53,0.691632,0.385958,-1.36938,1.65640,-0.979004,1.41059,0.199415,0.581764,1.30145,2.08416,0.947536,1.23877,-0.141580,2.25174,1.69198,2.02100,2.18788,0.648208,0.704206,0.809832,-0.978955,0.102579,2.28983,0.668092
Mn55,-0.146392,-0.544197,-0.0501181,0.0415045,-0.488198,0.949529,0.0926249,-0.340506,0.539260,0.956615,0.214927,1.46383,0.568390,0.975135,1.52261,1.61215,1.05634,-0.268558,-0.163335,0.0831031,-0.0810336,0.168497,1.02169,0.358555
Co59,-0.646190,-0.555817,0.424187,-0.550536,-0.411643,1.49348,0.813416,0.0506675,0.604590,1.68337,1.61792,1.23339,0.480976,0.481106,1.45233,1.48384,1.45061,-0.245711,-0.166572,0.150830,-0.139723,0.835748,1.76700,2.05183
Ni60,-0.980426,-0.644565,0.0907759,-0.153094,0.193544,1.37431,0.768834,-0.116874,1.03366,1.38254,1.40816,1.99709,0.805803,1.14754,1.69799,1.97742,1.47806,0.640727,0.590471,0.182110,-0.194160,0.247204,1.96778,1.50121
Ni62,-1.06463,-0.672375,-1.47567,1.85248,-0.590469,0.299494,0.302278,-0.0273048,0.221861,0.271118,0.942402,-0.0814138,-0.00293009,0.578386,0.360160,0.698567,0.562526,0.100570,-0.0239114,0.229853,-0.313728,-0.619125,0.665533,0.430963
Cu63,0.165732,0.473042,0.100009,-0.169042,1.63709,-0.442044,2.72119,0.200304,-1.11502,2.31821,1.58907,0.0147307,2.13912,0.962596,1.04638,2.04099,1.54619,-0.357250,-0.316954,0.243589,-0.263610,-0.891203,-1.91053,-0.795181
Zn66,0.331409,0.793778,0.841283,-1.09810,0.565617,1.34657,1.16010,1.02954,1.70814,2.20989,1.23390,2.06065,2.15329,1.98440,2.33704,2.65193,2.79332,0.357839,0.608606,0.150900,-0.131479,0.874941,1.25032,1.26334
Zn67,-0.412742,1.43141,-0.822693,0.979021,1.48255,1.20715,-0.840292,2.33354,3.46464,2.14009,1.39930,3.33694,2.58699,3.26554,3.52090,4.18768,2.71032,0.404641,0.407370,0.150039,-0.205732,0.736092,3.39007,1.97454
Ga69,0.0696852,0.295985,0.164055,-0.252741,-0.491666,0.0240144,-1.36849,-2.76240,-2.17834,6.07803,-2.32118,-0.703245,-34.8325,0.312149,-0.438445,-0.905020,-0.736642,0.0948814,0.101910,0.357810,-0.398421,-0.154230,0.156405,0.543375
Sr88,0.322276,0.647500,0.350536,-0.447522,-0.631920,2.60203,-2.29944,-13.2714,-2.91603,-3.38694,-1.11585,-0.653795,-4.44815,-1.57452,-3.81042,-2.32019,1.69581,0.135386,-0.326794,0.458224,-0.499969,-0.0696224,0.354808,1.74501
Y89,0.772832,0.909130,0.571703,-0.716782,0.686119,2.76669,-0.176197,-27.2815,-1.37568,0.629475,-1.23318,-3.34940,-2.28154,-3.32273,6.06714,1.62362,-2.65946,0.122492,0.0495645,0.730264,-0.791872,-0.0814043,-0.501953,-3.94213
Zr90,1.29436,1.96026,0.267322,-0.321055,0.778359,2.02521,0.548297,2.89892,1.80276,-1.17843,-0.621731,-4.60261,-26.2917,1.15500,2.29928,4.53004,0.899100,1.73258,1.25530,0.152375,-0.156128,1.91050,-2.99389,0.428310
Nb93,0.193568,1.11298,-0.118712,0.143089,-0.635312,0.907455,-1.63580,-15.2990,-1.69955,1.64775,1.68842,-1.14553,-2.58449,-3.61119,-3.62215,-0.0210349,-0.404200,-0.397667,-0.220412,-0.0138120,0.0162302,-0.0561597,0.920155,2.16290
Ba135,-1.77549,-0.925459,1.01341,-1.13883,-1.84861,1.06003,3.53857,0.186915,0.367483,0.161901,-0.546839,-0.000740557,2.81319,1.67834,-0.592721,-0.713062,2.24438,0.219587,-0.209606,-0.808496,0.962021,0.492452,-2.83533,-0.567769
Ba137,0.386616,0.994999,0.286530,-0.371893,0.00197678,2.87335,3.63494,-16.1639,-0.957406,-2.94987,-0.130426,-0.122061,1.18053,1.44137,-0.203889,-0.900127,0.152053,0.366995,0.893762,0.120248,-0.105355,0.499289,0.549394,-0.702779
La139,0.423532,0.841140,-0.0291102,-0.0132914,-0.656290,3.51233,-0.600571,2.33480,-2.68151,-2.40925,0.610412,-1.81852,-7.71692,-1.93753,-1.12836,0.243826,1.15365,0.0455384,0.258976,0.568596,-0.646703,0.235482,-0.0522270,-0.775290
Ce140,-0.374365,0.578085,0.0980451,-0.131976,-0.550438,-2.14749,-0.0609719,-24.8762,1.54059,0.555594,0.956293,-0.0851695,-8.80269,-2.87684,-0.494148,-1.32376,1.15456,-0.567916,0.283794,0.0590419,-0.0484497,-0.00915973,-1.73763,2.00477
Gd157,-0.272601,0.300574,-0.528089,0.638930,2.21560,-2.06192,0.437948,-3.55903,0.0398136,-0.234090,0.870018,-2.00540,1.63509,-1.73756,-0.101525,1.57859,0.543958,0.101627,0.525690,-0.0798648,0.0773975,-0.366934,-0.231696,-2.33184
Yb172,1.85513,2.38086,-0.179690,0.148779,3.56721,-1.85108,-1.12209,-16.0397,-1.86213,1.27307,-0.234568,-1.14008,-4.54914,-0.649965,0.304804,2.91068,0.254975,0.770465,1.08239,0.872644,-0.987760,-3.45274,-0.583341,2.91986
