GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\2017-05-04 EMP UPDATED windows reselected - Do not edit pre 29.09.17 612 standard\run4.b
Created: Fri Sep 29 18:34:39 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-17,STD610-18,612-17,612-18,BCR-2g-09,SCO-1-09,SCO-2-09,4-01,4-02,4-03,4-04,4-05,4-06,4-07,4-08,4-09,4-10,STD610-19,STD610-20,612-19,612-20,BCR-2g-10,SCO-1-10,SCO-2-10,BCR-2g-10a
V51,-3.07877,-4.37476,0.0571203,-0.162544,13.6925,3.99332,1.66303,-1.50680,-2.31970,-1.40339,3.68077,1.32785,2.11703,-2.00040,-3.36917,1.80722,0.177947,-2.17413,-0.388227,-0.724269,0.691143,47.4220,0.959884,0.0474915,15.1741
Cr53,-1.77411,-3.46253,1.74569,-1.94894,19.2720,2.15671,1.71412,3.63518,-0.859751,1.87881,5.60780,1.80349,-4.45159,-1.36812,2.27003,2.94033,0.675726,-3.69818,-3.90541,-2.09290,2.18580,-0.306644,-2.04878,-0.586569,19.0456
Mn55,-3.79959,-1.61656,0.123350,-0.217652,7.02870,-4.03302,-1.95672,-1.37783,-4.77474,-1.29531,0.774899,-4.23116,-2.96764,-4.41793,-2.14434,1.56322,-2.28591,-4.24228,-1.12530,-0.623748,0.603232,28.5857,-5.04095,-4.57636,8.75977
Co59,-3.30820,-4.41223,0.415265,-0.451990,13.7520,0.291219,0.238143,4.42189,-1.00423,0.785829,5.47998,-0.0188619,-2.10040,3.09613,2.97126,9.26339,2.91681,-0.355726,-0.333140,-2.31758,2.31865,7.39208,2.64835,0.835656,13.5357
Ni60,-3.10206,-5.10905,1.24389,-1.64956,17.3935,2.96452,4.51431,4.82176,4.05100,2.50430,7.07832,4.09105,1.14482,4.52344,5.96232,8.50455,3.03670,0.0340966,1.94959,1.34461,-1.34896,14.8087,4.40188,3.02009,18.8710
Ni62,-8.27679,-5.72325,-0.792860,0.562429,18.2810,-3.04271,2.79839,-0.519900,-0.189443,3.71214,1.75460,0.658318,3.37888,2.73115,0.213432,7.21813,1.95360,1.23211,1.52711,1.46239,-1.62079,39.4165,5.06520,5.95389,12.9130
Cu63,-3.13868,-2.58202,0.397442,-0.664360,-30.7639,5.05973,5.95014,-0.270747,-7.70068,7.16249,6.11617,2.17543,-2.58887,3.74652,-2.27580,63.1333,1.65027,-1.68816,0.379926,0.269004,-0.322468,-9.60880,4.48757,2.56670,13.9011
Zn66,-4.67651,-5.84576,0.346596,-0.296618,-3.75654,3.59487,4.70628,9.65148,8.58165,9.63893,14.1204,9.32770,8.21566,9.16993,11.5064,15.7769,13.2382,1.00327,0.746950,-2.21764,2.22039,19.3835,9.59301,8.20407,18.8925
Zn67,-4.60220,-4.00175,-1.64572,1.57844,-7.23887,5.39270,7.92883,15.1719,9.21839,5.58612,13.6513,11.4146,7.46870,8.19175,8.76465,13.2866,10.5072,-3.67953,-0.212318,3.09524,-2.88956,6.40996,2.74069,-1.39521,12.9478
Ga69,-3.33165,-1.90646,0.801077,-1.18087,8.53852,62.6234,36.4506,1.60554,0.639930,-13.1701,7.09586,16.8178,8.08307,-24.6360,-17.5272,33.0769,7.34493,0.459386,0.380386,1.29083,-1.33518,25.3868,-5.20753,-3.32524,14.2013
Sr88,-0.670964,-0.820722,1.47230,-1.63648,1.10935,-32.4476,96.1809,-47.3270,51.5194,-25.9533,-23.6133,-40.9947,26.8625,-57.3122,44.2542,-115.356,-13.2501,-1.67244,-2.13451,-0.492605,0.577757,19.9616,1461.60,43.3811,1.79205
Y89,-1.47767,-2.21020,0.375940,-0.321963,-2.82473,14.8899,-30.8441,-42.7982,18.5463,36.9548,-9.26824,19.1492,16.8192,-24.4108,-89.4598,-10.0679,13.5820,-3.20793,-2.53216,-1.18702,1.16180,-22.1118,10.2435,-33.7764,-0.169576
Zr90,-5.31590,-3.35850,0.197261,-0.209217,-4.19654,-26.9697,-36.5677,-21.2012,-136.048,-178.483,-95.3949,-10.8263,-94.7618,-96.1651,-178.066,11.9025,-22.9609,-1.35265,0.322970,0.957175,-0.851995,2.01498,42.7478,-46.9656,2.53979
Nb93,-0.0720724,-1.96158,0.626839,-0.711360,0.0597294,-93.5754,-121.649,32.4413,57.2505,31.4980,64.8887,-81.5166,-33.9436,-164.489,-297.663,2.67198,-29.0496,-2.12952,-2.80278,-0.582538,0.601825,-0.491744,-759.771,-126.294,1.03423
Ba135,-0.385642,0.0684782,-1.25469,1.48574,3.90015,-755.939,4.91558,-101.234,-58.7852,171.950,3.09705,-89.2210,192.010,-111.103,-194.652,-10.9277,-756.004,-1.04368,0.172230,-1.21855,1.10612,33.0336,-436.610,-200.114,4.91977
Ba137,-2.01798,-1.52029,0.628897,-0.611446,1.11333,83.0800,-177.711,-142.871,15.2668,-126.864,-63.5728,-3.35909,90.8560,-168.212,-166.735,-2.44578,246.578,-2.54135,-3.63384,-0.343105,0.379774,28.6036,190.226,-8.87983,2.69272
La139,-3.25398,-3.10389,1.25075,-1.25004,-0.120259,422.426,48.3698,-197.002,158.022,-66.0518,-131.892,-27.9714,-149.657,18.9247,-11.1374,2.08192,-184.861,-1.60017,-1.04420,-1.67727,1.67358,19.1142,-710.596,204.494,1.02502
Ce140,-1.91714,-1.01599,1.13010,-1.36933,5.03783,51.4867,-94.0938,-77.6898,-167.576,109.910,-134.118,-170.394,7.47600,-24.0714,54.2132,6.52125,-191.139,-2.47959,0.800671,-0.702273,0.749849,24.3653,-38.8048,92.4625,8.06398
Gd157,-4.71016,-2.50575,1.36134,-1.37816,-9.86446,56.7246,-3257.77,-87.9151,51.0917,-48.1788,-41.2965,-83.9167,146.398,-89.2686,9.74496,13.8041,-200.373,-2.09560,-2.28052,-1.19558,1.24353,77.3495,-136.536,-5.06673,4.21728
Yb172,-4.09574,-2.76000,1.58998,-1.58114,-6.69793,-45.6294,-118.661,40.4929,-89.6515,25.8223,-54.2740,-43.6067,117.397,14.9642,-96.7016,-98.6674,4.37145,-2.68136,-3.06357,-2.43997,2.41918,224.300,38.3861,-41.7718,4.75209
GLITTER!: Fractionation/Uncertainty.
Element,STD610-17,STD610-18,612-17,612-18,BCR-2g-09,SCO-1-09,SCO-2-09,4-01,4-02,4-03,4-04,4-05,4-06,4-07,4-08,4-09,4-10,STD610-19,STD610-20,612-19,612-20,BCR-2g-10,SCO-1-10,SCO-2-10,BCR-2g-10a
Li7,-1.50694,-2.37228,0.439845,-0.555003,3.34842,-0.931764,0.830504,1.19239,0.143486,0.474900,2.04587,1.45207,0.958205,0.787157,0.0188360,2.21826,0.953261,-1.12444,-0.763234,-0.0349318,0.0441417,1.31531,0.0944940,0.0190255,2.05845
B11,-2.53608,-3.01400,0.388486,-0.429397,1.13952,1.88668,0.478718,-0.247620,-1.70520,0.691164,0.740857,0.575291,0.410379,-1.00696,-0.853601,1.03947,0.807210,-1.66248,-1.41423,-0.0361268,0.0547173,0.120932,1.61184,0.699649,1.22458
Na23,-0.600580,-0.666657,0.277389,-0.342147,3.73266,0.132843,0.662067,-0.00572356,0.283113,1.27718,2.02291,0.717075,0.312579,0.994288,1.66498,5.21479,1.26390,-0.241336,0.108797,-0.0862299,0.0939620,0.748717,1.33649,0.0412685,2.80694
Mg24,-0.287226,-0.237404,-0.0451775,0.0753299,1.72479,0.335548,0.112561,-0.221865,-1.24666,-0.560747,0.633475,-0.291741,-1.10426,-1.48309,-0.419913,-0.0378470,-0.536289,0.0622511,0.122255,-0.288043,0.274315,3.66174,-0.0913960,-0.655654,1.43475
Mg25,-0.665977,-0.775359,1.31024,-1.45168,1.38795,-0.833388,-0.579589,-0.406720,-1.63046,-0.751368,0.827711,-0.254557,-0.748183,-1.46649,-0.300904,0.234395,-0.298664,-0.133492,0.158987,-0.237957,0.305784,10.7071,-0.625220,-0.696463,1.63122
Mg26,-1.06087,-1.19900,0.498883,-0.626224,1.14057,-1.32353,-1.27984,-0.534614,-1.67841,-1.26002,0.797791,-0.448028,-0.799782,-1.27079,-0.271640,0.374627,-0.620158,-0.491504,-0.0221811,0.182928,-0.154806,6.35199,-0.141708,-0.608894,1.54882
Al27,-0.709771,-0.178917,0.168647,-0.142204,-0.695991,0.0350218,-0.312377,0.343803,-0.881827,-2.03972,0.654442,-0.0169306,0.406393,-2.85907,-0.462248,0.198150,-0.586150,-0.806049,-0.588614,-0.571472,0.532461,3.80635,0.0863156,-0.185924,0.00455393
Si29,-0.594643,-0.494895,0.379339,-0.437640,2.40238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.62197e-006,-2.61611e-006,-2.61129e-006,-5.18745e-006,-0.244336,-0.599504,0.114634,-0.102062,5.10831,-2.55578e-006,-2.55581e-006,2.19711
Si30,-0.555295,-0.517053,0.231315,-0.270388,2.14594,-0.0945856,-0.266678,0.0286544,-0.937880,-0.0787844,0.947731,-0.961146,-0.717143,-0.532019,-0.155929,0.690337,-0.281932,0.0165839,-0.206046,-0.102751,0.111784,-0.859318,-0.585899,-0.335230,2.08992
P31,-0.907715,-1.26747,0.0716019,-0.117932,0.623697,-2.54085,-0.764769,-0.867453,-0.584535,0.311538,0.793570,-0.354697,0.0334059,-0.498208,-2.34290,0.0333384,0.836939,-0.542033,-0.287632,0.100666,-0.106545,4.10283,-1.40162,0.555035,0.932157
Ca43,-3.00324e-006,-3.00288e-006,-2.89163e-006,-2.89108e-006,-4.79125e-006,-0.438988,-0.113660,-0.0184153,-0.306745,0.485215,0.300025,0.793460,-0.754690,0.354480,-3.06312,0.911252,1.13012,9.01001e-006,9.00952e-006,5.78247e-006,2.89081e-006,7.54912e-007,-4.44152,1.50614,1.43701e-005
Ca44,-0.890428,-0.827319,0.576052,-0.600930,0.287123,-0.722473,-0.244066,0.144815,-0.117694,0.596814,0.992184,0.345895,0.600245,-1.06681,0.113999,0.852880,0.0613244,-0.252774,-0.811370,-0.388144,0.405107,1.53611,-0.500787,-0.753000,0.422851
Sc45,-0.489734,-0.0387756,-0.111141,0.133252,-0.581940,-0.643540,-1.85061,-0.810468,-1.28797,-0.795413,-0.563149,-0.311464,-1.16746,-1.26298,-0.155740,-0.145260,-0.333685,0.0921355,-0.121808,-0.251702,0.235644,0.904954,-0.855564,-1.25297,0.411772
Ti47,-0.450189,0.0777732,0.778517,-0.826760,0.435636,-0.695753,0.0797538,0.729136,-0.0113994,0.552308,1.49247,-0.207137,0.226637,-2.79338,-0.162162,0.234325,0.560687,-0.882001,-0.832826,-0.517018,0.542860,4.87051,-0.568509,-0.626610,0.625787
Ti49,-0.261906,-0.568219,0.188165,-0.104215,0.0290863,-2.09528,0.881599,0.0890757,-0.710860,-0.318661,0.563333,0.0780914,0.267521,-1.50377,0.830828,0.157148,-0.471052,-0.542186,-0.249149,-0.449361,0.435847,2.47159,-1.14937,-0.136006,0.181395
V51,-0.720451,-1.02880,0.0134229,-0.0381468,3.20236,1.09104,0.465285,-0.423815,-0.646595,-0.387330,1.00247,0.359130,0.565439,-0.525529,-0.871031,0.452739,0.0448880,-0.394836,-0.0686172,-0.124380,0.115495,2.85425,0.212167,0.0104841,2.27618
Cr53,-0.470586,-0.921182,0.448659,-0.499950,4.51597,0.661868,0.528761,1.12368,-0.264595,0.575459,1.70841,0.545903,-1.33829,-0.407935,0.671361,0.859879,0.196471,-0.808440,-0.835135,-0.427699,0.436888,0.0146018,-0.552560,-0.157190,3.30910
Mn55,-1.05026,-0.447943,0.0340804,-0.0600650,1.93738,-1.25813,-0.608776,-0.427282,-1.47462,-0.398110,0.236852,-1.28531,-0.895364,-1.32301,-0.637005,0.460349,-0.667124,-0.989195,-0.257234,-0.139362,0.132020,1.88820,-1.37887,-1.23669,1.76264
Co59,-0.921831,-1.23232,0.115549,-0.125645,3.80131,0.0885843,0.0721969,1.33557,-0.301683,0.234583,1.62413,-0.00554576,-0.612161,0.893645,0.848781,2.61569,0.814808,-0.0849924,-0.0781566,-0.531931,0.522110,0.475573,0.682377,0.212193,2.81150
Ni60,-0.711739,-1.17785,0.283684,-0.375677,3.78623,0.846408,1.28174,1.35944,1.13238,0.693124,1.93738,1.10588,0.305313,1.18887,1.54314,2.16475,0.760275,0.00605494,0.336867,0.224466,-0.219156,0.702399,0.984722,0.662342,2.69716
Ni62,-1.34748,-0.938338,-0.124787,0.0884623,2.64478,-0.572689,0.519056,-0.0947002,-0.0337735,0.645995,0.297405,0.108439,0.540127,0.423090,0.0320234,1.04725,0.274454,0.140330,0.168018,0.152535,-0.163657,0.476436,0.583710,0.664586,1.11362
Cu63,-0.686964,-0.567897,0.0871737,-0.145436,-6.68409,1.05998,1.49664,-0.0694425,-1.93133,1.79803,1.51245,0.525663,-0.615128,0.875396,-0.509845,7.78671,0.365772,-0.277831,0.0607022,0.0416278,-0.0484461,-0.607715,0.753291,0.477935,1.85082
Zn66,-1.25893,-1.57858,0.0922391,-0.0788554,-1.00767,1.14996,1.51046,3.11681,2.76975,3.10521,4.54124,2.99498,2.63397,2.92858,3.66778,4.95696,4.20094,0.230307,0.168270,-0.484711,0.476127,1.29130,2.95061,2.52230,3.76462
Zn67,-1.19316,-1.03999,-0.401216,0.383906,-1.84666,1.17381,1.72114,3.29925,1.97189,1.16973,2.79466,2.28186,1.45661,1.55034,1.61438,2.33186,1.82746,-0.761848,-0.0428773,0.585856,-0.532740,0.410957,0.391391,-0.193949,2.22015
Ga69,-0.784376,-0.451079,0.189350,-0.278734,2.00485,4.15722,4.75048,0.320298,0.121322,-2.47898,1.34238,3.28522,1.48930,-4.48717,-3.09841,2.57226,1.41576,0.0835018,0.0672638,0.221673,-0.223030,1.21742,-0.459080,-0.368638,2.12489
Sr88,-0.206288,-0.252600,0.452434,-0.502613,0.339934,-0.0525746,3.91713,-3.74279,5.91189,-2.88883,-1.98719,-3.90303,2.57003,-9.81582,4.49047,10.0598,-1.11488,-0.475900,-0.601348,-0.137111,0.159068,1.31273,0.769793,1.21295,0.470606
Y89,-0.420630,-0.630479,0.106865,-0.0914376,-0.796397,1.08687,-3.02262,-5.23667,2.12760,4.35220,-1.11551,2.25072,2.00106,-2.76119,-9.99844,-0.688529,1.57200,-0.798812,-0.620384,-0.285112,0.274286,-0.637626,0.772460,-3.05219,-0.0371745
Zr90,-1.55192,-0.981936,0.0571752,-0.0605654,-1.21867,-2.47089,-2.07166,-2.14261,-25.6286,-32.2081,-10.2006,-2.02504,-9.45295,-10.7161,-35.3868,-2.07954,-2.03234,-0.353560,0.0832650,0.241538,-0.211814,0.125921,3.49627,-2.86713,0.595856
Nb93,-0.0228672,-0.622618,0.198171,-0.224795,0.0185499,-0.469785,-4.01190,0.650252,1.87088,1.02053,1.65058,-2.06892,-1.26039,-11.4581,-4.74209,-0.228014,-0.686574,-0.651147,-0.852741,-0.175611,0.180407,-0.0189824,-3.01563,-2.68424,0.298318
Ba135,-0.119934,0.0213129,-0.373351,0.440696,1.20926,2.60222,0.0357968,-2.01902,-1.93449,20.0061,-0.0437328,-5.15207,3.31768,-9.96554,-9.70783,0.869898,1.41654,-0.304850,0.0498882,-0.336080,0.302109,1.77667,1.19225,-3.45264,1.34328
Ba137,-0.633536,-0.477664,0.192365,-0.186683,0.348614,2.18742,-0.538885,-4.53106,0.454989,-14.5072,-1.54996,-0.139049,2.21444,-18.4982,-10.1703,0.279916,-0.638753,-0.758303,-1.07691,-0.0985273,0.108178,1.58280,3.28220,-0.125244,0.759611
La139,-1.00060,-0.955374,0.383395,-0.382952,-0.0365273,2.57631,0.497930,-14.3615,36.7976,-15.9484,-9.95169,-5.46816,-23.4426,3.85572,-2.44771,-0.453180,-17.9581,-0.459723,-0.297344,-0.471367,0.465743,1.03957,-2.28226,-0.616488,0.272127
Ce140,-0.561531,-0.298203,0.330984,-0.400776,1.46795,-0.0376130,0.992163,-17.2710,-45.4449,34.1806,-21.0113,-43.8022,2.18381,-7.08964,15.0155,-1.95451,-55.3294,-0.640022,0.203499,-0.175283,0.184130,1.43212,-0.864981,0.653598,1.84713
Gd157,-1.43423,-0.763936,0.406846,-0.411278,-2.56235,-0.588656,-0.933846,0.506292,0.510484,-2.97630,-0.651190,-2.39314,10.7252,-2.34502,0.259286,-1.03751,-15.8988,-0.585193,-0.629794,-0.320975,0.329703,1.46816,-1.12842,0.0505811,0.958780
Yb172,-1.27946,-0.862813,0.490911,-0.487625,-1.71846,-1.74794,-2.97900,1.20046,-1.90914,0.769016,-1.88699,-1.65273,1.65723,0.569871,-3.69072,-3.06872,0.216839,-0.782360,-0.885928,-0.691289,0.678476,-0.804710,1.70679,-1.55272,1.10297
