GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\LA data with updated GEOREM standards 29.09.17\For edit 2017-05-04 EMP UPDATED windows reselected BCR-2G standard\run4.b
Created: Thu Oct 05 15:51:01 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-17,STD610-18,612-17,612-18,BCR-2g-09,SCO-1-09,SCO-2-09,4-01,4-02,4-03,4-04,4-05,4-06,4-07,4-08,4-09,4-10,STD610-19,STD610-20,612-19,612-20,BCR-2g-10,SCO-1-10,SCO-2-10,BCR-2g-10a
Mg26,0.00302,0.00310,0.00039,0.00041,0.1503,2.345,2.316,2.260,2.302,2.269,2.296,2.216,2.239,2.227,2.244,2.186,2.232,0.00306,0.00310,0.00041,0.00041,0.0215,2.325,2.307,0.1503
Al27,0.702,0.704,0.739,0.738,5.50,0.00523,0.00966,0.01362,0.01075,0.01096,0.01203,0.01242,0.01124,0.01100,0.01062,0.00383,0.01401,0.725,0.709,0.757,0.742,2.12,0.00504,0.00936,5.50
Si29,1.952,1.978,1.982,2.007,1.589,1.208,1.208,1.192,1.231,1.192,1.190,1.189,1.189,1.178,1.180,1.182,1.191,2.017,2.027,2.035,2.091,0.065,1.208,1.208,1.589
Si30,1.869,1.917,1.930,1.965,1.589,1.215,1.223,1.120,1.194,1.172,1.156,1.159,1.173,1.181,1.165,1.149,1.189,1.979,1.979,2.020,2.074,<-1.00,1.249,1.262,1.589
P31,0.185,0.188,0.0226,0.0239,0.696,0.00740,0.01290,0.0275,0.0317,0.0405,0.01688,0.0377,0.0295,0.0278,0.0410,0.0296,0.0310,0.195,0.191,0.0227,0.0243,-0.08,0.00712,0.01213,0.696
Ca43,6.07,6.07,6.27,6.27,3.74,0.0276,0.0398,0.1253,0.1346,0.1340,0.1056,0.1290,0.1250,0.1348,0.1121,0.1269,0.1229,6.07,6.07,6.27,6.27,3.74,0.0273,0.0349,3.74
Ca44,6.15,6.19,6.43,6.42,3.74,0.0543,0.0635,0.1498,0.1622,0.1618,0.1338,0.1537,0.1516,0.1597,0.1375,0.1550,0.1487,6.20,6.06,6.39,6.34,2.12,0.0510,0.0610,3.74
Sc45,47.99,48.28,4.69,4.72,3.82,0.780,0.651,0.784,0.796,0.776,0.698,0.777,0.762,0.773,0.746,0.752,0.765,48.60,47.05,4.64,4.53,-0.86,0.698,0.578,3.82
Ti47,0.704,0.708,0.0653,0.0656,21.56,0.01192,0.0570,0.1206,0.1034,0.0996,0.0874,0.1088,0.0973,0.1089,0.0944,0.0934,0.1198,0.710,0.693,0.0666,0.0671,6.54,0.01169,0.0544,21.56
Ti49,0.701,0.717,0.0657,0.0613,21.56,0.01041,0.0576,0.1199,0.1011,0.0963,0.0867,0.1067,0.0965,0.1071,0.0924,0.0891,0.1188,0.716,0.699,0.0625,0.0632,7.85,0.00811,0.0531,21.56
V51,5.31,5.45,0.437,0.454,5.00,0.0378,0.0749,0.0688,0.0644,0.0629,0.0506,0.0676,0.0639,0.0641,0.0602,0.0593,0.0732,5.44,5.53,0.445,0.465,1.88,0.0381,0.0714,5.00
Cr53,0.1202,0.1223,0.01026,0.01059,0.00428,0.0413,0.0811,0.1778,0.1575,0.1718,0.1879,0.1662,0.1630,0.1417,0.1454,0.1303,0.1768,0.1219,0.1234,0.01036,0.01065,-0.117,0.0415,0.0790,0.00428
Mn55,0.1481,0.1510,0.01249,0.01289,0.527,0.393,0.348,0.547,0.592,0.565,0.507,0.561,0.573,0.567,0.577,0.590,0.562,0.1527,0.1525,0.01279,0.01307,0.370,0.394,0.348,0.527
Co59,0.527,0.542,0.0439,0.0454,0.0497,0.2033,0.2128,0.2308,0.2386,0.2359,0.2193,0.2345,0.2354,0.2352,0.2281,0.2328,0.2328,0.544,0.554,0.0458,0.0465,0.263,0.2023,0.2131,0.0497
Ni60,0.02794,0.02916,0.00232,0.00242,0.00079,0.2084,0.2194,0.1278,0.1172,0.1262,0.1762,0.1261,0.1259,0.1087,0.1533,0.0969,0.1330,0.03009,0.03044,0.00250,0.00263,0.0082,0.2157,0.2294,0.00079
Ni62,0.01999,0.02036,0.00158,0.00174,0.00079,0.1488,0.1550,0.0920,0.0829,0.0885,0.1281,0.0915,0.0894,0.0773,0.1085,0.0676,0.0956,0.02118,0.02166,0.00174,0.00183,0.0031,0.1556,0.1651,0.00079
Cu63,1.177,1.256,0.1024,0.1103,0.1250,0.00285,0.01397,0.01462,0.01070,0.01766,0.01709,0.01351,0.01323,0.01774,0.01043,0.00494,0.02163,2.120,2.251,0.1931,0.2131,16.34,0.00544,0.03003,0.1250
Zn66,0.575,0.593,0.0477,0.0489,0.2706,0.0783,0.0952,0.0974,0.1093,0.1060,0.1019,0.1062,0.1105,0.1100,0.1253,0.1032,0.1113,0.698,0.717,0.0586,0.0615,12.40,0.0932,0.1139,0.2706
Zn67,0.505,0.520,0.0436,0.0452,0.2706,0.0656,0.0783,0.0810,0.0903,0.0868,0.0824,0.0856,0.0894,0.0892,0.1026,0.0827,0.0922,0.605,0.619,0.0515,0.0502,9.15,0.0764,0.0918,0.2706
Ga69,9.82,10.17,0.810,0.846,1.513,0.00068,0.00226,0.00381,0.00329,0.00346,0.00361,0.00390,0.00310,0.00377,0.00375,0.00171,0.00457,10.42,10.45,0.849,0.887,0.71,0.00096,0.00191,1.513
Sr88,44.72,45.07,6.83,6.89,28.74,0.00002,0.00058,0.00118,0.00286,0.00275,0.00147,0.00185,0.00179,0.01293,0.00277,-0.00752,0.00136,45.51,45.18,6.89,6.76,23.39,0.00001,0.00027,28.74
Y89,235.63,233.72,19.34,19.28,15.56,0.0190,0.0275,0.0246,0.0211,0.0237,0.0247,0.0236,0.0237,0.0261,0.0272,0.0206,0.0245,237.27,229.03,19.42,18.80,6.08,0.0179,0.0317,15.56
Zr90,90.15,89.01,7.76,7.64,33.21,0.0205,0.0066,0.0121,0.1018,0.0880,0.0144,0.1260,0.0128,0.0205,0.903,-0.305,0.00916,89.69,86.39,7.62,7.43,49.17,0.0179,0.0094,33.21
Nb93,1255.92,1267.12,104.66,105.83,33.33,0.0026,0.0108,0.0051,0.0089,0.0088,0.0060,0.0050,0.0065,0.0342,0.0036,-0.086,0.0042,1237.46,1214.30,101.10,101.24,21.49,0.0024,0.0096,33.33
Ba135,135.42,136.91,12.03,11.80,200.29,-0.0026,0.0028,0.0027,0.0076,0.1208,-0.0026,0.0277,0.0020,0.0761,0.0224,-0.111,-0.0005,136.95,134.28,11.78,11.73,130.03,-0.0012,0.0041,200.29
Ba137,136.01,137.51,12.08,11.91,200.29,0.0060,0.0009,0.0056,0.0036,0.0720,0.00240,0.0089,0.0046,0.0729,0.0248,-0.143,-0.0003,136.72,135.62,12.11,12.00,102.09,0.0025,0.0047,200.29
La139,1252.67,1252.84,102.61,102.49,67.30,0.0022,0.0046,0.0376,2.234,7.46,0.0354,0.652,0.237,1.316,8.16,<-1.00,0.0661,1244.49,1218.88,101.87,99.71,92.55,0.0013,-0.0011,67.30
Ce140,508.16,514.57,42.59,43.73,55.69,-0.00007,-0.0013,0.1663,0.502,158.27,0.0561,0.365,1.508,2.726,1.005,<-1.00,2.448,516.49,511.22,42.95,43.56,53.71,0.00174,0.00066,55.69
Gd157,1571.37,1581.38,132.40,132.00,21.93,-0.025,0.001,-0.009,0.010,0.204,0.018,0.064,0.199,0.029,0.052,-0.538,0.246,1605.99,1563.19,134.28,131.24,39.65,0.023,-0.014,21.93
Yb172,2011.27,2025.07,172.82,171.92,13.67,0.085,0.053,0.040,0.035,0.048,0.051,0.059,0.015,0.058,0.050,0.072,0.066,2045.76,1995.67,170.45,166.99,<-1.00,0.116,0.100,13.67

GLITTER!: Mean Raw CPS background NOT subtracted.
Element,STD610-17,STD610-18,612-17,612-18,BCR-2g-09,SCO-1-09,SCO-2-09,4-01,4-02,4-03,4-04,4-05,4-06,4-07,4-08,4-09,4-10,STD610-19,STD610-20,612-19,612-20,BCR-2g-10,SCO-1-10,SCO-2-10,BCR-2g-10a
Li7,   1988487,   1989198,    149702,    149986,    29997,     10388,     12958,     16267,     17825,     17235,     15987,     16906,     17411,     16965,     18940,     17246,      16653,   2033388,   2059739,    144966,    147224,     3704,      9949,     12529,    29615
B11,    340691,    337705,     44869,     43110,    15244,     17990,     16898,     29817,     27852,     27036,     27514,     25884,     25373,     25033,     24453,     24344,      24354,    334462,    335405,     39832,     38676,     1682,     13755,     12917,    12754
Na23, 388281760, 386412384, 352902432, 347141056, 60458992,    157762,    369632,    719597,    724562,    767002,    852755,    733969,    747377,    750481,    769801,    743963,     736539, 389883488, 389628224, 340190752, 342743264,    87378,    159945,    370263, 58803868
Mg24,    785491,    780763,     98932,     94015, 25217858, 471382464, 471174720, 963533248, 944604608, 952682112, 992142400, 958901248, 963434112, 958966528, 948571136, 992102208, 1008030144,    792445,    772667,     92449,     91864,    14424, 466787680, 469229056, 24441154
Mg25,     99534,     99430,     11826,     11516,  3263799,  62014264,  61484596, 122970688, 122830096, 124737144, 130116592, 123369800, 124855296, 122845776, 121695200, 127187872,  130543600,     99870,     97909,     11534,     11286,     2747,  60370184,  59634520,  3172078
Mg26,    111417,    109939,     14108,     14122,  3641146,  68555976,  68024840, 138589584, 136354704, 138721200, 145452624, 136625120, 138940448, 135941488, 136871088, 141089552,  143548784,    112159,    109713,     13849,     13554,     5254,  67922856,  67469400,  3526588
Al27,  13674021,  13347518,  13275666,  12692420, 71885280,     84368,    153638,    451704,    344293,    362288,    411852,    413801,    377201,    363111,    350265,    327212,     487013,  13888040,  13393607,  12891893,  12215693,    30864,     79933,    148210, 69615000
Si29,  10133320,   9990140,   9484873,   9198581,  5549333,   5091115,   5114517,  10511881,  10473291,  10469925,  10825702,  10519593,  10590115,  10315050,  10325085,  10916226,   10972372,  10252530,  10163582,   9188263,   9131432,    29418,   5059925,   5065543,  5343454
Si30,   8043449,   8014013,   7635988,   7465845,  4898776,   4488387,   4567759,   8222600,   8281434,   8368385,   8529385,   8319434,   8446613,   8361701,   8230566,   8599326,    8760766,   8066712,   7962368,   7347046,   7293209,   745833,   4505135,   4532210,  4706586
P31,     86207,     86174,     16169,     16096,   209473,      9514,     10935,     27578,     28551,     36023,     19110,     33803,     27784,     26130,     35650,     28894,      29535,     87864,     86019,     15271,     15367,     7274,      8828,     10234,   200212
Ca43,    244115,    237983,    233429,    223963,   101771,      1145,      1455,      8804,      9163,      9423,      7718,      9160,      8971,      9501,      7926,      9625,       9152,    246138,    243162,    226809,    219775,      311,      1100,      1335,   101399
Ca44,   3905713,   3833690,   3777267,   3618450,  1611300,     35863,     40972,    172458,    179171,    184532,    159407,    177414,    176801,    183278,    158782,    190377,     180449,   3994485,   3856300,   3669869,   3533504,    12840,     34529,     39852,  1619031
Sc45,    675611,    662531,     61433,     59356,    36715,      9355,      7980,     19400,     19051,     19153,     17962,     19474,     19163,     19206,     18567,     19943,      20065,    689862,    659790,     59045,     55965,      513,      8611,      7237,    36580
Ti47,     56465,     55350,      4875,      4704,  1168522,       838,      3789,     16665,     13829,     13773,     12561,     15229,     13738,     15163,     13146,     14399,      17630,     57732,     55644,      4853,      4712,      756,       814,      3708,  1172741
Ti49,     43162,     43027,      3774,      3375,   896523,       568,      2957,     12739,     10399,     10244,      9586,     11472,     10484,     11458,      9897,     10535,      13444,     44676,     43103,      3510,      3458,      365,       455,      2803,   900235
V51,    923671,    922513,     70211,     69922,   585512,      5390,     10711,     20513,     18563,     18737,     15611,     20337,     19341,     19125,     17945,     19408,      23020,    942214,    945562,     68568,     69405,      265,      5498,     10290,   574928
Cr53,     84200,     83458,      6734,      6685,     2108,     23617,     46534,    212550,    181938,    205051,    232478,    200181,    197805,    169360,    173670,    167057,     222834,     84834,     84771,      6492,      6494,      303,     23914,     45549,     2093
Mn55,    984507,    976782,     78833,     78000,  2348587,   2111501,   1882665,   6159590,   6434333,   6337886,   5892307,   6344070,   6518121,   6343846,   6449078,   7032094,    6619933,    994257,    978424,     76116,     75385,     3538,   2106181,   1859656,  2259634
Co59,    745684,    745500,     57230,     56666,    47137,    232364,    244271,    552627,    551207,    562281,    541223,    562626,    568151,    558081,    540251,    595913,     580492,    748631,    751406,     55838,     54805,       28,    228071,    240418,    44973
Ni60,    182584,    184835,     13957,     13890,     3437,   1088814,   1148534,   1391982,   1229736,   1362397,   1966381,   1364753,   1368081,   1158560,   1627547,   1098909,    1479661,    184311,    183371,     13543,     13712,       24,   1071048,   1136827,     3136
Ni62,     27112,     26786,      1966,      2071,      714,    161100,    168089,    207557,    180051,    197648,    295596,    204790,    200881,    170167,    237984,    159110,     219465,     26774,     26910,      1944,      1971,       10,    159046,    168401,      644
Cu63,    491213,    497355,     37408,     37599,    31511,       852,      4044,      8535,      5842,      9616,      9322,      6921,      6570,      8329,      4713,      8296,       9460,    491141,    490387,     36062,     36506,      501,       802,      4118,    12859
Zn66,    198829,    198067,     14981,     14593,    60659,     21031,     25428,     53692,     57603,     57076,     56300,     56532,     58597,     56820,     63965,     60135,      58646,    200812,    201453,     14663,     14729,     1009,     20855,     25243,    47479
Zn67,     31164,     30972,      2449,      2409,    10866,      3163,      3753,      8025,      8567,      8430,      8227,      8243,      8579,      8352,      9504,      8733,       8837,     31744,     31736,      2357,      2195,      128,      3145,      3742,     8751
Ga69,    860615,    866270,     65368,     65289,    88701,        54,       165,       563,       472,       518,       567,       577,       466,       554,       555,       438,        717,    883520,    872927,     63871,     64454,       44,        66,       139,    84167
Sr88,   1076030,   1057156,    152062,    147198,   467566,         3,        11,        48,       114,       114,        64,        77,        75,       538,       115,       221,         60,   1108689,   1087643,    149728,    142250,      255,         4,         5,   468302
Y89,    825570,    798728,     62787,     60086,    36948,        59,        79,       148,       123,       143,       155,       144,       147,       159,       166,       163,        158,    850918,    812093,     62173,     58368,       49,        53,        97,    37484
Zr90,    380098,    366122,     30337,     28673,    94997,        71,        23,        88,       720,       645,       109,       937,        98,       152,      6674,       201,         71,    388258,    369824,     29450,     27860,       48,        64,        35,    96713
Nb93,    783481,    771820,     60596,     58887,    14147,         4,         5,         8,        11,        11,         8,         6,         7,        39,         6,         5,          5,    802244,    779040,     58631,     56968,        3,         5,         7,    14607
Ba135,     81204,     80066,      6683,      6290,    81351,         5,         2,         2,         7,       125,         0,        30,         2,        79,        23,         7,          3,     83748,     81167,      6428,      6202,       45,         1,         2,    82157
Ba137,    140091,    138140,     11520,     10906,   139772,         5,         3,        11,         6,       131,         4,        17,        11,       130,        48,         4,          2,    143756,    140978,     11370,     10920,       89,         2,         6,   141331
La139,    915084,    893052,     69524,     66683,    33380,         2,         5,        50,      2744,      9476,        46,       840,       308,      1689,     10489,       611,         91,    936605,    907319,     68481,     65037,       19,         2,         2,    34118
Ce140,   1257867,   1241615,     97559,     96117,    93227,         1,         1,       710,      2071,    674799,       249,      1576,      6562,     11691,      4309,      3205,      11111,   1295051,   1266612,     96059,     94384,       57,         3,         2,    93421
Gd157,    187909,    184276,     14641,     14003,     1772,         0,         4,         3,         3,        47,         5,        18,        41,         5,        13,        10,         53,    193520,    186066,     14419,     13652,        3,         4,         0,     1763
Yb172,    315383,    309518,     25075,     23930,     1448,        10,         8,        13,        14,        17,        17,        18,         6,        17,        13,        22,         18,    324446,    312718,     24100,     22878,        7,        15,        14,     1449

GLITTER!: Mean Raw CPS background subtracted.
Element,STD610-17,STD610-18,612-17,612-18,BCR-2g-09,SCO-1-09,SCO-2-09,4-01,4-02,4-03,4-04,4-05,4-06,4-07,4-08,4-09,4-10,STD610-19,STD610-20,612-19,612-20,BCR-2g-10,SCO-1-10,SCO-2-10,BCR-2g-10a
Li7,   1984019,   1984764,    145392,    145845,    26112,      6362,      9073,     12242,     13919,     13236,     12049,     13016,     13224,     13156,     14893,     10668,      12765,   2029607,   2055526,    140944,    143363,        0,      6097,      8656,    25674
B11,    339951,    336941,     44201,     42389,    14519,     17387,     16243,     29053,     27169,     26371,     26850,     25255,     24665,     24384,     23794,     19493,      23659,    333793,    334789,     39228,     38093,        0,     13078,     12328,    12104
Na23, 388254208, 386376544, 352862720, 347101440, 60424448,    128382,    341065,    690470,    696248,    739090,    824611,    705874,    718802,    722370,    741211,    460818,     707364, 389854880, 389589760, 340134880, 342702560,        0,    130288,    341196, 58773512
Mg24,    773123,    780059,     98184,     93294, 25217282, 471380064, 471166560, 963532736, 944587456, 952674304, 992137216, 958874752, 963421504, 958951040, 948557760, 840589248, 1008023616,    763363,    770622,     91739,     91196,        0, 466787008, 469220352, 24440568
Mg25,     97652,     99301,     11725,     11419,  3263716,  62014184,  61483724, 122970624, 122824608, 124733480, 130114896, 123368024, 124854320, 122844312, 121693728, 107998184,  130541648,     96291,     97799,     11472,     11204,        0,  60370092,  59633656,  3172003
Mg26,    108942,    108805,     13115,     13028,  3640033,  68554968,  68017944, 138588480, 136345072, 138718736, 145450032, 136622464, 138936640, 135937552, 136868592, 119289080,  143547024,    108720,    108623,     12778,     12555,        0,  67921744,  67467608,  3525591
Al27,  13673691,  13346844,  13274637,  12691841, 71884680,     82594,    153274,    451308,    343987,    361990,    411502,    413461,    376878,    362773,    349990,    112936,     486655,  13887671,  13392765,  12890843,  12215093,        0,     79558,    147837, 69614656
Si29,  10107714,   9963231,   9459260,   9172140,  5522254,   5066445,   5089631,  10482716,  10448022,  10445156,  10801220,  10495299,  10565508,  10290992,  10300852,   9231432,   10948230,  10229959,  10139727,   9164913,   9107374,        0,   5037359,   5042870,  5317675
Si30,   7242980,   7219318,   6872928,   6694770,  4110820,   3786613,   3825620,   7300573,   7501897,   7593573,   7745404,   7546372,   7676380,   7584880,   7467349,   6575178,    8009005,   7341522,   7229340,   6633763,   6580590,     9503,   3781104,   3818308,  3850048
P31,     80076,     79338,      9019,      9140,   202240,      2597,      4545,     20187,     22461,     29608,     12784,     27765,     21863,     20283,     29845,     19276,      23766,     82243,     79363,      8504,      8797,       63,      2466,      4205,   193230
Ca43,    244011,    237792,    233271,    223823,   101623,       905,      1317,      8658,      8998,      9257,      7572,      9014,      8802,      9357,      7782,      7896,       9023,    245994,    243000,    226590,    219600,        0,       918,      1177,   101264
Ca44,   3897674,   3825453,   3769646,   3610890,  1603273,     28158,     33168,    163477,    171321,    176744,    151786,    169931,    169093,    175466,    151247,    152866,     173020,   3987131,   3848750,   3662848,   3526556,        0,     27271,     32723,  1610837
Sc45,    675208,    662047,     60977,     58928,    36300,      8965,      7524,     18952,     18608,     18757,     17500,     19002,     18779,     18767,     18123,     16358,      19656,    689468,    659325,     58627,     55524,       22,      8209,      6821,    36174
Ti47,     56435,     55319,      4842,      4668,  1168500,       781,      3758,     16644,     13802,     13756,     12522,     15201,     13713,     15126,     13122,     11641,      17615,     57694,     55619,      4823,      4712,        0,       789,      3686,  1172712
Ti49,     43105,     42964,      3736,      3346,   896480,       523,      2918,     12699,     10354,     10201,      9542,     11440,     10442,     11418,      9854,      8518,      13405,     44627,     43061,      3472,      3408,        0,       420,      2760,   900205
V51,    923609,    922434,     70160,     69891,   585453,      5343,     10662,     20456,     18491,     18672,     15553,     20255,     19280,     19053,     17887,     15777,      22953,    942149,    945479,     68496,     69362,        0,      5446,     10228,   574875
Cr53,     84077,     83315,      6625,      6556,     2014,     23511,     46406,    212397,    181841,    204902,    232317,    200053,    197665,    169195,    173499,    139194,     222695,     84715,     84626,      6401,      6376,      151,     23824,     45438,     1972
Mn55,    982130,    974356,     76316,     75466,  2346013,   2109114,   1880172,   6156881,   6431102,   6335574,   5889832,   6341565,   6515609,   6341314,   6446545,   5897601,    6617542,    991682,    976037,     73741,     72899,        0,   2103695,   1857282,  2257188
Co59,    745665,    745450,     57196,     56655,    47123,    232354,    244253,    552607,    551183,    562267,    541208,    562601,    568138,    558058,    540241,    493065,     580474,    748602,    751380,     55806,     54780,        0,    228068,    240403,    44957
Ni60,    182471,    184806,     13919,     13875,     3418,   1088788,   1148478,   1391958,   1229701,   1362377,   1966332,   1364642,   1368051,   1158514,   1627518,    917716,    1479626,    184236,    183328,     13517,     13694,        0,   1071042,   1136808,     3121
Ni62,     27095,     26783,      1966,      2063,      708,    161094,    168078,    207541,    180040,    197637,    295588,    204781,    200844,    170167,    237974,    132138,     219457,     26760,     26902,      1939,      1968,        0,    159036,    168394,      642
Cu63,    491193,    497320,     37394,     37582,    31502,       842,      4024,      8519,      5830,      9606,      9301,      6903,      6558,      8325,      4698,      1908,       9436,    491117,    490356,     36030,     36481,        0,       791,      4110,    12838
Zn66,    198804,    198035,     14953,     14560,    60635,     20995,     25395,     53668,     57582,     57072,     56279,     56502,     58573,     56777,     63933,     46617,      58601,    200785,    201423,     14636,     14711,        0,     20832,     25219,    47449
Zn67,     31161,     30967,      2442,      2407,    10861,      3150,      3748,      8023,      8565,      8424,      8218,      8232,      8572,      8342,      9494,      6783,       8834,     31736,     31722,      2350,      2195,        0,      3139,      3735,     8742
Ga69,    860606,    866239,     65321,     65273,    88689,        47,       160,       563,       469,       510,       550,       577,       462,       551,       547,       223,        702,    883506,    872898,     63818,     64446,        0,        66,       132,    84155
Sr88,   1076020,   1057143,    152046,    147197,   467562,         0,        11,        48,       114,       114,        63,        77,        75,       538,       115,         0,         60,   1108682,   1087491,    149697,    142243,        0,         0,         5,   468295
Y89,    825562,    798724,     62768,     60086,    36946,        54,        79,       148,       123,       143,       155,       144,       147,       159,       166,       113,        158,    850918,    812073,     62150,     58365,        0,        53,        95,    37477
Zr90,    380098,    366111,     30313,     28671,    94997,        71,        23,        88,       719,       643,       109,       934,        95,       151,      6674,         0,         71,    388254,    369812,     29444,     27860,        0,        64,        34,    96713
Nb93,    783474,    771711,     60581,     58881,    14147,         1,         5,         5,         9,         9,         6,         5,         7,        37,         3,         0,          4,    802241,    779010,     58593,     56963,        0,         1,         5,    14605
Ba135,     81202,     80063,      6678,      6290,    81348,         0,         1,         2,         7,       125,         0,        29,         2,        79,        23,         0,          0,     83745,     81164,      6425,      6202,        0,         0,         2,    82156
Ba137,    140090,    138133,     11518,     10905,   139768,         5,         0,        10,         6,       128,         4,        16,         8,       130,        44,         0,          0,    143754,    140974,     11363,     10919,        0,         2,         4,   141331
La139,    915079,    893030,     69478,     66673,    33380,         1,         2,        47,      2740,      9475,        46,       840,       308,      1687,     10484,         0,         89,    936602,    907308,     68465,     65034,        0,         0,         0,    34116
Ce140,   1257863,   1241601,     97514,     96113,    93227,         0,         0,       708,      2071,    674795,       248,      1576,      6560,     11687,      4309,         0,      11111,   1295044,   1266578,     95986,     94381,        0,         3,         1,    93421
Gd157,    187902,    184275,     14636,     14001,     1770,         0,         0,         0,         2,        41,         3,        13,        41,         5,        10,         0,         53,    193516,    186061,     14412,     13651,        0,         2,         0,     1763
Yb172,    315382,    309511,     25064,     23928,     1448,        10,         6,        10,         9,        12,        14,        16,         4,        15,        13,        17,         18,    324441,    312702,     24089,     22877,        1,        15,        13,     1449
GLITTER!: Fractionation%.
Element,STD610-17,STD610-18,612-17,612-18,BCR-2g-09,SCO-1-09,SCO-2-09,4-01,4-02,4-03,4-04,4-05,4-06,4-07,4-08,4-09,4-10,STD610-19,STD610-20,612-19,612-20,BCR-2g-10,SCO-1-10,SCO-2-10,BCR-2g-10a
Li7,-21.8580,-25.7595,-13.1452,-17.5906,3.17891e-005,-8.23690,-1.06374,0.354300,-3.75167,-2.40255,4.04714,1.72958,-0.231401,-0.860871,-4.12167,5.95483,0.140837,-21.9717,-19.9484,-15.3779,-14.8797,14.0428,-3.52339,-3.92883,0.000000
B11,-11.5486,-13.0707,-2.41558,-5.01444,-3.97364e-005,13.3894,8.82572,6.45063,1.74704,9.49475,9.65377,9.12511,8.55631,3.84773,4.33469,10.7817,9.92408,-9.28387,-8.52925,-4.12585,-3.85634,-2.23188,13.0247,9.73463,7.94729e-006
Na23,-16.2460,-16.5851,-13.0449,-15.4715,-1.62760e-005,-3.06683,-1.43390,-3.61715,-2.74595,0.418414,2.79285,-1.46741,-2.84758,-0.634294,1.57428,13.5273,0.191431,-16.3865,-14.7939,-15.7781,-14.9602,-4.07392,0.410189,-4.33726,1.62760e-005
Mg24,-6.97466,-6.81528,-6.15211,-5.74948,2.72529e-005,6.04831,5.33978,4.26895,0.981879,3.17848,7.06416,4.04514,1.38102,0.110854,3.62289,4.90174,3.21373,-5.89966,-5.68125,-7.30623,-5.04425,48.0621,4.75807,2.71792,2.72529e-005
Mg25,-6.34053,-6.76299,-0.0147388,-9.17926,-9.08431e-006,3.78648,4.54777,5.03233,1.09078,3.82265,8.86829,5.31509,3.67257,1.27284,5.02188,6.73317,4.92668,-5.75624,-4.83193,-6.26635,-4.42986,156.872,3.45822,3.14309,9.08431e-006
Mg26,-7.34066,-8.01431,-1.95184,-6.32923,0.000000,2.12739,2.09182,4.41711,0.375385,1.58476,8.50756,4.01491,2.60954,0.745991,4.12792,6.31802,2.48940,-8.63372,-6.78164,-6.01318,-7.76787,101.152,3.23654,1.15073,0.000000
Al27,0.440209,2.22558,3.34172,2.10817,-3.30571e-005,13.5752,12.0814,14.6088,9.46874,4.43860,15.7142,12.6887,14.4812,-0.402454,10.3202,13.2841,9.38601,-2.20252,-1.51798,-1.60072,2.58762,56.3464,12.1104,10.4434,-1.10190e-005
Si29,-13.5376,-13.1062,-9.13983,-12.8311,-6.14432e-005,-4.04194e-005,-4.04194e-005,-3.27633e-005,-3.96710e-005,-3.27633e-005,-4.10245e-005,-4.10750e-005,-3.28519e-005,-2.48773e-005,-2.48219e-005,-3.30386e-005,-3.28116e-005,-12.2592,-14.0364,-10.5439,-11.6072,264.745,-2.42516e-005,-3.23355e-005,-1.84330e-005
Si30,-11.5671,-11.4684,-8.23838,-10.4715,-1.84330e-005,1.20266,0.625472,1.51652,-1.56259,1.10659,4.30699,-1.75536,-1.01905,-0.474485,0.671794,3.31195,0.197008,-9.98667,-11.1009,-10.6638,-9.68556,9.59957,-1.00657,-0.248779,-1.84330e-005
P31,-11.6250,-14.8638,-4.04617,-5.87700,-1.52588e-005,-12.5635,0.867772,0.536178,1.66004,6.01484,8.42294,1.94788,3.80145,0.534378,-10.4965,3.02590,7.66919,-14.1518,-11.9593,-8.22342,-10.7233,-837.326,-11.8287,5.08611,3.81470e-005
Ca43,-1.90769e-005,-9.53844e-006,0.000000,-1.84492e-005,-1.54703e-005,8.38398,10.5225,10.9698,10.0056,12.8504,12.2180,14.0262,8.36668,12.5315,-0.578380,14.8962,15.5794,0.000000,0.000000,0.000000,9.22460e-006,7.73515e-006,-15.8699,19.4334,7.73515e-006
Ca44,-3.61572,-3.44125,0.953721,-2.77405,-2.32055e-005,7.49132,9.22509,10.5887,9.64729,12.2321,13.7066,11.3159,12.3039,5.98465,10.4882,13.4153,10.2621,-2.00408,-3.80464,-2.48244,0.0225963,24.6390,7.73601,6.53098,3.86757e-005
Sc45,1.06499,2.39602,1.97176,2.60554,0.000000,10.2402,5.15396,9.23495,7.07565,8.87118,9.62088,10.4506,6.54630,5.85717,10.6028,10.4331,9.39012,-0.0526795,-1.01747,-1.68803,-0.0346978,-135.679,5.23870,2.67304,0.000000
Ti47,-2.68422,-1.04458,1.30687,-4.14056,-1.38520e-005,6.36722,9.88026,11.9712,9.52887,11.3787,14.5399,8.80827,10.2481,-0.0150188,8.91775,10.3035,11.3736,-4.57764,-4.45852,-3.59253,-0.0211095,73.7670,6.67268,6.95347,-6.92598e-006
Ti49,-1.12906,-2.66227,0.933765,-0.593572,-2.77039e-005,-3.21443,15.7800,11.2836,6.80960,8.86304,13.9805,11.0338,12.1839,0.819622,15.8991,11.4657,7.00182,-4.54075,-2.74633,-4.31441,1.96953,40.0133,-1.22039,8.76698,-6.92598e-006
