GLITTER! 4.5b1: Laser Ablation Analysis Results

G:\2017-04-20 EMP UPDATED Windows reselected- Do not edit pre 29.09.17 612 standard\run3.b
Created: Fri Sep 29 18:23:58 2017

All values are reported in ppm

GLITTER!: Trace Element Concentrations MDL filtered.
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
Zr90,5.56157,4.10160,0.998763,-1.58614,5.17430,-56.5614,7.46624,10.0714,-12.6754,8.90140,11.0320,9.66826,-11.9917,-0.441924,-11.2495,7.16007,7.98442,1.57255,0.721332,3.48320,-3.51645,-1.00417,94.7695,77.7663
Nb93,-2.40446,-1.23347,0.148305,-0.268993,-0.244161,771.486,357.235,3.12221,24.6308,-4.73784,-0.962635,19.0006,-14.0939,-31.0975,-38.1348,1.01762,-23.3829,1.22021,1.05796,0.636162,-0.666426,-2.47972,-36.8853,4.03407
Ba135,1.29241,-0.0622264,-2.68487,3.45784,1.22285,-359.440,92.7432,-266.630,-3.46081,-NaN,-192.688,209.864,426.753,56.5332,-121.936,192.897,9408.68,3.05125,1.45888,3.62857,-4.18167,-1.76449,0.000000,-676.807
Ba137,3.15146,5.89747,0.576702,-0.973216,1.93121,-253.925,263.865,196.694,168.184,-57.9341,101.382,217.861,-194.897,-191.261,1643.41,-44.6145,-193.968,-1.90042,-0.115341,1.03519,-0.983902,-6.74268,-6.27799,64.7298
La139,-0.348726,0.841440,1.74288,-2.30248,1.06847,-43.4622,-34.4686,-843.488,-494.844,-4788.32,-193.425,11.9148,2.67028,-190.197,-30.1594,-182.391,-NaN,2.03980,4.38934,-2.04357,2.32409,2.53152,9446.11,201.789
Ce140,-2.72787,0.541026,0.240972,-0.409193,-0.102670,250.928,201.333,155.612,-15.0034,226.249,-1086.66,-179.696,-98.9314,2.38576,-170.984,-208.851,-53.0839,0.107653,0.642283,0.403842,-0.364950,-1.62573,-189.030,85.8438
Gd157,-0.231952,1.68758,0.0546532,0.0745407,-1.86075,11.7684,-545.554,-130.272,41.6995,3.68686,3267.32,330.504,194.095,202.886,71.5417,-719.056,208.049,1.83848,3.04121,-2.54743,2.74133,2.90257,75.8329,117.719
Yb172,2.13973,4.07426,3.28450,-4.53764,-17.2859,-151.667,104.935,285.224,-199.592,488.807,-113.939,-6935.18,-35.7118,-NaN,80.1160,-198.891,-86.3969,0.558193,3.18471,1.42959,-1.33607,-6.27355,5.63726,4.11791
GLITTER!: Fractionation/Uncertainty.
Element,STD610-05,STD610-06,612-05,612-06,BCR-2g-03,SCO-1-03,SCO-2-03,FS4-1,FS4-2,FS4-3,FS4-4,FS4-5,FS4-6,FS4-7,FS4-8,FS4-9,FS4-10,STD610-07,STD610-08,612-07,612-08,BCR-2g-04,SCO-1-04,SCO-2-04
Li7,-0.163511,-0.891708,0.175492,-0.245657,-1.12083,2.78876,-0.808732,1.37211,-1.62034,0.508775,0.181720,0.0759218,1.09678,1.95249,1.46077,0.293245,1.95781,0.150123,0.0445252,-0.185282,0.203216,0.376873,0.312641,-0.497731
B11,-0.0781813,0.0228352,0.277272,-0.460402,0.0618267,0.772697,-0.281226,-1.06525,-2.06177,-0.785539,-1.59477,0.291402,-2.58367,-1.84996,-2.83627,-3.08754,-1.80187,-0.202404,-0.0779339,0.394202,-0.427181,-0.148017,-1.65176,-1.97299
Na23,-0.0800516,-0.433656,0.217417,-0.371811,0.644965,1.26836,0.314655,0.569012,0.108417,1.73616,0.466247,1.16542,1.13086,3.03511,1.86099,0.152650,2.04401,0.265100,0.201192,0.200360,-0.220191,0.563979,1.48947,1.21795
Mg24,-0.266803,-0.314540,0.364069,-0.573000,0.170787,0.313362,-0.232503,0.443118,-0.305829,0.706079,0.360132,0.426077,-0.695377,0.568011,-0.460317,-1.53111,0.552244,0.169961,0.487445,0.328526,-0.339452,-0.493809,-0.140837,-0.433815
Mg25,0.124294,0.0528975,-0.0263626,-0.0406185,-0.443818,0.168451,0.166798,0.600645,0.153725,0.560476,-0.805511,-0.239667,-0.254321,-0.197674,-1.17845,-1.10354,-0.752927,0.100598,0.0810303,0.570482,-0.628106,-0.736445,-0.996070,-0.323269
Mg26,-0.434726,-0.693423,0.0670283,-0.138739,-0.853923,-0.336451,-0.712358,-0.0791901,-0.0752395,-0.290759,-1.03728,0.786115,-0.714341,0.414023,-1.83363,-1.64525,-0.147998,-0.0518927,-0.141747,0.377849,-0.419338,-0.395170,-0.817302,0.221396
Al27,-0.113611,0.168682,0.339732,-0.497109,0.110351,0.235088,-0.630797,0.113234,-0.227173,-0.410489,-0.807039,1.01834,-1.30616,-0.873420,-1.43292,-1.59613,-1.14911,0.191248,0.681284,0.191757,-0.185494,-0.149384,-0.565112,-0.227671
Si29,-0.632032,-0.496316,0.0516985,-0.106054,0.368211,1.02215e-005,5.11087e-006,1.03160e-005,1.01864e-005,5.10572e-006,7.66416e-006,7.67530e-006,5.10203e-006,5.13167e-006,5.14542e-006,5.14928e-006,0.000000,0.210039,0.147247,0.149877,-0.168068,0.192937,-2.55538e-006,-2.55541e-006
Si30,-0.259896,-0.613660,0.0464927,-0.110205,-0.667896,0.417165,-0.818961,-1.02178,-0.998001,0.198943,-0.0610428,-0.766407,-0.209835,-1.06076,-0.784103,-1.18810,-0.220994,-0.168292,-0.173314,0.134483,-0.172614,-0.433817,-0.389984,-0.528959
P31,0.0843787,0.0510402,0.476165,-0.622717,0.128225,-0.490518,-0.586604,-0.224041,-0.0579688,0.272424,-0.790459,0.0767379,-0.674614,0.260251,-0.274625,-1.02887,-0.789200,0.0610342,-0.204763,-0.389859,0.414216,-0.265131,-2.60719,-0.862460
Ca43,1.49467e-005,1.19615e-005,1.43643e-005,1.43186e-005,1.19173e-005,-0.225342,2.15521,-0.733584,-2.17913,0.433345,0.788284,-0.637249,-1.79397,0.0596214,-1.55984,1.06161,-3.00059,8.96386e-006,8.96731e-006,5.74149e-006,5.73304e-006,0.000000,-0.139854,0.517521
Ca44,-0.0657559,-0.323929,0.280225,-0.426746,-0.318856,1.04166,-0.336919,0.284441,-0.389595,0.793331,-0.654141,1.18565,0.302936,1.49308,-1.04161,-1.80860,0.343800,1.11081,1.57867,0.592629,-0.603377,-0.379596,0.109935,0.387943
Sc45,0.189292,0.166369,0.296366,-0.469352,0.173425,0.221308,0.332379,-1.33344,-0.732916,-0.791274,0.480444,-0.0994500,0.873150,0.469626,-0.612263,0.116589,-0.193725,0.117910,0.179334,0.801799,-0.830139,-0.472993,-0.512048,-1.29116
Ti47,1.38595,0.632624,0.636040,-0.993799,0.706698,3.12857,-0.0516636,0.541608,0.0507217,-0.254692,-1.07984,-0.184778,-0.728844,-1.14846,-2.26931,-2.49050,-1.69727,-0.472411,-0.867054,0.708882,-0.706705,-1.09347,-1.14691,-1.11375
Ti49,0.356559,1.70994,-1.71219,2.35419,0.703763,6.33894,0.489184,0.432938,0.703740,0.237797,-1.40509,0.368117,-0.596037,-0.0524306,-1.30221,-1.06690,-0.690077,-0.132248,-0.212494,1.26827,-1.45439,-1.26727,-0.0511116,-0.692480
V51,-0.286163,-0.181838,0.334006,-0.502502,0.661719,1.64610,-0.0554605,1.20456,1.04758,0.358315,-1.80389,0.0788617,-1.62367,0.0213989,-1.60986,-0.375781,1.34149,0.244753,0.242317,0.0410054,-0.0315538,0.288834,1.34895,0.436174
Cr53,1.03056,1.20595,0.592888,-0.778744,0.363367,2.29403,0.723789,0.702606,0.393080,1.72676,1.55849,0.632307,0.661047,0.793307,1.05195,-0.162640,0.760898,0.686609,0.478824,0.00933955,0.0376238,-0.0533562,-0.281748,0.337775
Mn55,-0.564087,-0.330854,0.144002,-0.231409,0.196795,1.05184,0.339090,-0.124439,0.561753,1.22208,0.234764,-0.0936765,-7.89081e-005,0.00876215,0.760208,-0.166535,-0.759929,0.505377,0.166111,0.123647,-0.133426,-0.269705,-0.105698,0.120733
Co59,-0.336860,-0.165031,0.168002,-0.272555,1.16668,1.77528,2.02344,0.203898,-0.594068,1.65255,0.595623,1.47790,0.831837,2.22784,1.24559,-0.102966,0.845457,-0.0391225,0.206024,0.153813,-0.165765,0.118755,1.45158,1.03131
Ni60,1.22488,1.06253,0.324275,-0.410326,0.130365,2.38166,1.57629,1.03496,0.273519,1.82547,0.533842,0.534051,0.951304,1.51797,0.0991903,0.0783731,0.247852,-0.503787,-0.279454,-0.324048,0.358013,-1.10189,0.00782306,0.153281
Ni62,-0.271492,-0.242169,0.239764,-0.415469,-0.720912,1.16511,0.899861,0.601696,0.156354,0.993258,0.822586,1.15047,0.964436,1.98521,1.39029,1.41049,1.41745,1.18649,1.52094,1.05544,-1.18724,0.0422479,1.57233,1.68502
Cu63,-0.927395,-0.623178,0.372087,-0.587509,-1.56824,-2.13456,-0.947642,0.0486370,0.260997,0.318208,-2.38734,0.206558,2.09902,1.83576,4.36610,-1.18131,2.18056,0.417288,-0.0690084,0.882190,-0.913062,-0.188376,1.36040,0.0695295
Zn66,0.679550,1.24875,0.261319,-0.397038,1.49377,1.91369,1.70482,1.95100,1.64001,2.28591,2.78412,2.49694,1.18720,2.00264,1.99747,0.761693,1.40769,0.470980,0.115856,0.821596,-0.840158,0.283372,0.384661,0.836475
Zn67,0.402422,0.597040,0.333702,-0.441571,1.00262,2.84740,1.88964,2.11396,0.714255,2.09518,1.88318,3.13899,1.26309,3.87671,1.81941,1.56023,1.03759,1.11954,1.03119,-0.130960,0.157350,0.914706,1.94391,2.06522
Ga69,-0.229170,-0.0686851,0.499695,-0.778046,-0.362231,0.154365,0.532114,0.588949,1.18550,-4.16069,1.33176,3.93817,-0.247659,2.72912,-2.02068,0.334403,-0.153667,0.880349,0.673445,0.345636,-0.335104,0.151337,-2.20081,1.00998
Sr88,-0.0490396,-0.274185,0.382663,-0.557615,-0.0710299,0.355119,2.01369,0.600348,-0.675389,2.06487,-1.39411,0.227681,2.13826,1.93433,2.11452,-0.979533,-1.88365,0.175527,0.323456,0.275412,-0.259865,-0.296633,-0.0448761,0.0339169
Y89,-0.202815,-0.0687085,0.546608,-0.788886,0.0366270,-0.274182,-4.13336,-0.441948,-0.559727,0.239329,-9.66165,2.17885,1.77609,0.427131,0.0436278,1.64961,-2.65859,1.12195,1.16005,0.679617,-0.655742,0.849487,0.172969,2.73464
Zr90,1.75811,1.29724,0.307559,-0.483975,1.62440,-3.24934,0.358261,1.18321,-1.15866,1.48541,1.84723,0.903565,-1.63841,-0.0565366,-1.28136,0.863647,0.999160,0.489359,0.224042,1.05049,-1.05354,-0.307322,5.40400,2.98361
Nb93,-0.765973,-0.393175,0.0467429,-0.0843908,-0.0754775,0.921271,2.11811,0.204500,1.21073,-1.02179,-0.203976,1.46215,-2.24273,-4.27028,-4.64487,0.145526,-3.24986,0.378891,0.327448,0.193959,-0.202015,-0.736874,-1.72343,0.0981004
Ba135,0.400558,-0.0193119,-0.742729,0.927701,0.378773,-2.85579,-0.557168,0.580004,-0.0844628,-NaN,-2.72156,2.09728,3.56609,-0.626651,-2.97424,3.33380,2.81096,0.894218,0.424738,0.940858,-1.06381,-0.500963,0.000000,1.75325
Ba137,0.765270,1.43940,0.134803,-0.224793,0.469602,0.552364,-0.683542,1.96538,0.997139,0.683129,2.02059,-0.949338,-2.03835,-2.69954,1.67656,-0.992290,-2.49512,-0.366961,-0.0217242,0.185181,-0.171089,-1.17583,0.211572,1.11582
La139,-0.106744,0.257904,0.527734,-0.693830,0.321427,-0.0519006,-0.768537,1.83485,-1.45703,-2.36912,-4.31202,-0.119074,-0.0266859,-1.90073,-0.474973,-0.0638103,-NaN,0.585711,1.25010,-0.570493,0.641897,0.690730,1.62936,2.84873
Ce140,-0.784534,0.156022,0.0689755,-0.116685,-0.0293542,-1.74264,2.01170,-1.20232,-0.0773854,-1.35628,-0.960061,-1.44570,-1.97090,0.0179322,-1.79653,-10.8210,-1.95415,0.0271412,0.159392,0.0979692,-0.0869687,-0.381667,-4.58635,-0.629882
Gd157,-0.0681287,0.496683,0.0153277,0.0206130,-0.433921,-0.234887,-2.28760,-2.37413,-0.570730,0.0735819,1.66662,2.65967,3.87342,4.04873,0.763568,2.21703,-1.28203,0.480752,0.784145,-0.622384,0.657360,0.597718,-1.06091,-1.22247
Yb172,0.672011,1.28071,0.998544,-1.36449,-4.06271,-0.583465,2.95317,-1.28263,-2.81898,-1.26627,-2.53909,-2.39250,0.395835,-NaN,-0.777872,-1.98733,-2.83969,0.165900,0.939930,0.405659,-0.374764,-1.37196,0.0242588,0.140790
